zona,geohash6,data,Hora,Minuto,localizacao_dicofre,rua,cidade,nivel_de_intensidade,velocidade,velocidade_kmh,atraso,comprimento,latitude,longitude,geowkt,geo
Cais do Sodré,eyckpy,2026-09-04,20,40,110661,R. do Alecrim,LISBOA,20% a 1% da velocidade de fluxo livre,2.88333,10.38,67,423,38.7086,-9.14326,"LineString(-9.143015 38.710512, -9.143102 38.709811, -9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)","LINESTRING(-9.143015 38.710512, -9.143102 38.709811, -9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)"
Cais do Sodré,eyckpy,2026-09-04,21,8,110661,Tv. do Carvalho,LISBOA,40% a 21% da velocidade de fluxo livre,1.60833,5.79,74,194,38.7074,-9.1462,"LineString(-9.146304 38.706566, -9.146298 38.706903, -9.146264 38.707533, -9.14604 38.708008, -9.145936 38.708274)","LINESTRING(-9.146304 38.706566, -9.146298 38.706903, -9.146264 38.707533, -9.14604 38.708008, -9.145936 38.708274)"
Cais do Sodré,eyckpy,2026-09-04,21,14,110661,Av. 24 de Julho,LISBOA,20% a 1% da velocidade de fluxo livre,1.83333,6.6,67,223,38.7065,-9.14503,"LineString(-9.143779 38.706509, -9.143898 38.706438, -9.144109 38.70642, -9.144629 38.706483, -9.144778 38.706484, -9.146303 38.706489)","LINESTRING(-9.143779 38.706509, -9.143898 38.706438, -9.144109 38.70642, -9.144629 38.706483, -9.144778 38.706484, -9.146303 38.706489)"
Cais do Sodré,eyckpy,2026-09-04,21,15,110661,R. do Ferragial,LISBOA,20% a 1% da velocidade de fluxo livre,1.55278,5.59,76,194,38.7076,-9.14232,"LineString(-9.141251 38.707844, -9.142586 38.707527, -9.142803 38.707524, -9.143385 38.7077)","LINESTRING(-9.141251 38.707844, -9.142586 38.707527, -9.142803 38.707524, -9.143385 38.7077)"
Cais do Sodré,eyckpy,2026-09-04,21,18,110661,Av. 24 de Julho,LISBOA,40% a 21% da velocidade de fluxo livre,1.69167,6.09,77,216,38.7065,-9.14507,"LineString(-9.143836 38.706378, -9.144109 38.70642, -9.144629 38.706483, -9.144778 38.706484, -9.146303 38.706489)","LINESTRING(-9.143836 38.706378, -9.144109 38.70642, -9.144629 38.706483, -9.144778 38.706484, -9.146303 38.706489)"
Cais do Sodré,eyckpy,2026-09-04,21,18,110661,Av. 24 de Julho,LISBOA,40% a 21% da velocidade de fluxo livre,1.74722,6.29,73,216,38.7065,-9.14507,"LineString(-9.143836 38.706378, -9.144109 38.70642, -9.144629 38.706483, -9.144778 38.706484, -9.146303 38.706489)","LINESTRING(-9.143836 38.706378, -9.144109 38.70642, -9.144629 38.706483, -9.144778 38.706484, -9.146303 38.706489)"
Cais do Sodré,eyckpy,2026-09-04,21,20,110661,R. da Cintura do Porto de Lisboa,LISBOA,40% a 21% da velocidade de fluxo livre,1.675,6.03,71,223,38.7055,-9.1452,"LineString(-9.146473 38.705487, -9.146394 38.70548, -9.146098 38.705467, -9.145075 38.705462, -9.144044 38.705485, -9.143919 38.705501)","LINESTRING(-9.146473 38.705487, -9.146394 38.70548, -9.146098 38.705467, -9.145075 38.705462, -9.144044 38.705485, -9.143919 38.705501)"
Cais do Sodré,eyckpw / eyckpy,2026-09-04,21,41,110660,[BUS],LISBOA,Estrada bloqueada,7.275,26.19,104,2434,38.7051,-9.15746,"LineString(-9.171015 38.703476, -9.170753 38.703461, -9.170131 38.7035, -9.167646 38.7035, -9.167132 38.703509, -9.164068 38.703507, -9.163627 38.703531, -9.163283 38.703569, -9.162966 38.703619, -9.161089 38.704013, -9.160618 38.704141, -9.159999 38.704347, -9.159566 38.70451, -9.159291 38.704632, -9.15607 38.706144, -9.155714 38.706264, -9.155469 38.706326, -9.1553 38.706369, -9.154783 38.706434, -9.154295 38.706453, -9.14725 38.706333, -9.144369 38.706279, -9.143876 38.706233)","LINESTRING(-9.171015 38.703476, -9.170753 38.703461, -9.170131 38.7035, -9.167646 38.7035, -9.167132 38.703509, -9.164068 38.703507, -9.163627 38.703531, -9.163283 38.703569, -9.162966 38.703619, -9.161089 38.704013, -9.160618 38.704141, -9.159999 38.704347, -9.159566 38.70451, -9.159291 38.704632, -9.15607 38.706144, -9.155714 38.706264, -9.155469 38.706326, -9.1553 38.706369, -9.154783 38.706434, -9.154295 38.706453, -9.14725 38.706333, -9.144369 38.706279, -9.143876 38.706233)"
Cais do Sodré,eyckpw / eyckpy,2026-09-04,21,41,110661,[BUS],LISBOA,20% a 1% da velocidade de fluxo livre,5.07778,18.28,70,1010,38.7064,-9.14968,"LineString(-9.155469 38.706326, -9.1553 38.706369, -9.154783 38.706434, -9.154295 38.706453, -9.14725 38.706333, -9.144369 38.706279, -9.143876 38.706233)","LINESTRING(-9.155469 38.706326, -9.1553 38.706369, -9.154783 38.706434, -9.154295 38.706453, -9.14725 38.706333, -9.144369 38.706279, -9.143876 38.706233)"
Cais do Sodré,eyckpw,2026-09-04,21,59,110660,R. do Machadinho,LISBOA,Estrada bloqueada,1.03056,3.71,85,183,38.7088,-9.15607,"LineString(-9.15516 38.709259, -9.155814 38.70893, -9.156217 38.708727, -9.156996 38.708455)","LINESTRING(-9.15516 38.709259, -9.155814 38.70893, -9.156217 38.708727, -9.156996 38.708455)"
Cais do Sodré,eyckpy,2026-09-04,22,3,110661,Av. 24 de Julho,LISBOA,40% a 21% da velocidade de fluxo livre,1.93056,6.95,84,247,38.7064,-9.14527,"LineString(-9.14669 38.706406, -9.144969 38.70639, -9.144508 38.706386, -9.144261 38.706365, -9.143862 38.706295)","LINESTRING(-9.14669 38.706406, -9.144969 38.70639, -9.144508 38.706386, -9.144261 38.706365, -9.143862 38.706295)"
Cais do Sodré,eyckpw / eyckpy,2026-09-04,22,14,110661,[BUS],LISBOA,20% a 1% da velocidade de fluxo livre,5.01667,18.06,72,716,38.7064,-9.15136,"LineString(-9.155469 38.706326, -9.1553 38.706369, -9.154783 38.706434, -9.154295 38.706453, -9.14725 38.706333)","LINESTRING(-9.155469 38.706326, -9.1553 38.706369, -9.154783 38.706434, -9.154295 38.706453, -9.14725 38.706333)"
Cais do Sodré,eyckpy,2026-09-04,22,38,110661,Av. 24 de Julho,LISBOA,40% a 21% da velocidade de fluxo livre,1.74722,6.29,98,247,38.7064,-9.14527,"LineString(-9.14669 38.706406, -9.144969 38.70639, -9.144508 38.706386, -9.144261 38.706365, -9.143862 38.706295)","LINESTRING(-9.14669 38.706406, -9.144969 38.70639, -9.144508 38.706386, -9.144261 38.706365, -9.143862 38.706295)"
Cais do Sodré,eyckpy,2026-09-04,22,49,110661,[BUS],LISBOA,20% a 1% da velocidade de fluxo livre,2.05278,7.39,98,353,38.7063,-9.14523,"LineString(-9.14725 38.706333, -9.144369 38.706279, -9.143876 38.706233, -9.143683 38.706209, -9.14347 38.706202, -9.143319 38.706216, -9.143214 38.706248)","LINESTRING(-9.14725 38.706333, -9.144369 38.706279, -9.143876 38.706233, -9.143683 38.706209, -9.14347 38.706202, -9.143319 38.706216, -9.143214 38.706248)"
Cais do Sodré,eyckpy,2026-09-04,22,49,110661,[BUS],LISBOA,20% a 1% da velocidade de fluxo livre,2.06389,7.43,97,353,38.7063,-9.14523,"LineString(-9.14725 38.706333, -9.144369 38.706279, -9.143876 38.706233, -9.143683 38.706209, -9.14347 38.706202, -9.143319 38.706216, -9.143214 38.706248)","LINESTRING(-9.14725 38.706333, -9.144369 38.706279, -9.143876 38.706233, -9.143683 38.706209, -9.14347 38.706202, -9.143319 38.706216, -9.143214 38.706248)"
Cais do Sodré,eyckpy,2026-09-04,22,55,110661,Av. 24 de Julho,LISBOA,40% a 21% da velocidade de fluxo livre,1.91389,6.89,148,432,38.7064,-9.14633,"LineString(-9.148811 38.706439, -9.147364 38.706413, -9.147158 38.706409, -9.14669 38.706406, -9.144969 38.70639, -9.144508 38.706386, -9.144261 38.706365, -9.143862 38.706295)","LINESTRING(-9.148811 38.706439, -9.147364 38.706413, -9.147158 38.706409, -9.14669 38.706406, -9.144969 38.70639, -9.144508 38.706386, -9.144261 38.706365, -9.143862 38.706295)"
Cais do Sodré,eyckpy,2026-09-04,22,55,110661,Av. 24 de Julho,LISBOA,60% a 41% da velocidade de fluxo livre,1.05,3.78,239,306,38.7064,-9.14561,"LineString(-9.147364 38.706413, -9.147158 38.706409, -9.14669 38.706406, -9.144969 38.70639, -9.144508 38.706386, -9.144261 38.706365, -9.143862 38.706295)","LINESTRING(-9.147364 38.706413, -9.147158 38.706409, -9.14669 38.706406, -9.144969 38.70639, -9.144508 38.706386, -9.144261 38.706365, -9.143862 38.706295)"
Cais do Sodré,eyckpy,2026-09-04,22,55,110661,Av. 24 de Julho,LISBOA,60% a 41% da velocidade de fluxo livre,1.23333,4.44,157,247,38.7064,-9.14527,"LineString(-9.14669 38.706406, -9.144969 38.70639, -9.144508 38.706386, -9.144261 38.706365, -9.143862 38.706295)","LINESTRING(-9.14669 38.706406, -9.144969 38.70639, -9.144508 38.706386, -9.144261 38.706365, -9.143862 38.706295)"
Cais do Sodré,eyckpw,2026-09-04,23,9,110660,Cç. do Mq. de Abrantes,LISBOA,Estrada bloqueada,1.78056,6.41,72,319,38.7079,-9.15462,"LineString(-9.156345 38.707412, -9.152887 38.708369)","LINESTRING(-9.156345 38.707412, -9.152887 38.708369)"
Cais do Sodré,eyckpy,2026-09-04,23,9,110661,R. da Cintura do Porto de Lisboa,LISBOA,80% a 61% da velocidade de fluxo livre,0,0,-1,49,38.7058,-9.14776,"LineString(-9.148032 38.705859, -9.147495 38.705716)","LINESTRING(-9.148032 38.705859, -9.147495 38.705716)"
Cais do Sodré,eyckpy,2026-09-04,23,14,110661,R. do Ferragial,LISBOA,40% a 21% da velocidade de fluxo livre,1.09167,3.93,129,194,38.7076,-9.14232,"LineString(-9.141251 38.707844, -9.142586 38.707527, -9.142803 38.707524, -9.143385 38.7077)","LINESTRING(-9.141251 38.707844, -9.142586 38.707527, -9.142803 38.707524, -9.143385 38.7077)"
Cais do Sodré,eyckpy,2026-09-04,23,18,110661,R. do Alecrim,LISBOA,40% a 21% da velocidade de fluxo livre,1.59444,5.74,81,208,38.7077,-9.14339,"LineString(-9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)","LINESTRING(-9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)"
Cais do Sodré,eyckpy,2026-09-04,23,18,110661,R. do Alecrim,LISBOA,40% a 21% da velocidade de fluxo livre,1.65,5.94,125,309,38.7081,-9.14333,"LineString(-9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)","LINESTRING(-9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)"
Cais do Sodré,eyckpy,2026-09-04,23,18,110661,R. do Alecrim,LISBOA,40% a 21% da velocidade de fluxo livre,1.93056,6.95,112,345,38.7083,-9.14331,"LineString(-9.143102 38.709811, -9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)","LINESTRING(-9.143102 38.709811, -9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)"
Cais do Sodré,eyckpy,2026-09-04,23,18,110661,R. do Alecrim,LISBOA,40% a 21% da velocidade de fluxo livre,2.32222,8.36,82,345,38.7083,-9.14331,"LineString(-9.143102 38.709811, -9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)","LINESTRING(-9.143102 38.709811, -9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)"
Cais do Sodré,eyckpy,2026-09-04,23,18,110661,R. do Alecrim,LISBOA,40% a 21% da velocidade de fluxo livre,2.37778,8.56,79,345,38.7083,-9.14331,"LineString(-9.143102 38.709811, -9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)","LINESTRING(-9.143102 38.709811, -9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)"
Cais do Sodré,eyckpy,2026-09-04,23,28,110661,R. do Alecrim,LISBOA,40% a 21% da velocidade de fluxo livre,1.4,5.04,210,423,38.7086,-9.14326,"LineString(-9.143504 38.706724, -9.143385 38.7077, -9.143264 38.708585, -9.143145 38.709488, -9.143102 38.709811, -9.143015 38.710512)","LINESTRING(-9.143504 38.706724, -9.143385 38.7077, -9.143264 38.708585, -9.143145 38.709488, -9.143102 38.709811, -9.143015 38.710512)"
Cais do Sodré,eyckpy,2026-09-04,23,28,110661,R. do Alecrim,LISBOA,40% a 21% da velocidade de fluxo livre,1.43333,5.16,93,215,38.7095,-9.14314,"LineString(-9.143264 38.708585, -9.143145 38.709488, -9.143102 38.709811, -9.143015 38.710512)","LINESTRING(-9.143264 38.708585, -9.143145 38.709488, -9.143102 38.709811, -9.143015 38.710512)"
Cais do Sodré,eyckpy,2026-09-04,23,28,110661,R. do Alecrim,LISBOA,40% a 21% da velocidade de fluxo livre,1.76111,6.34,149,423,38.7086,-9.14326,"LineString(-9.143504 38.706724, -9.143385 38.7077, -9.143264 38.708585, -9.143145 38.709488, -9.143102 38.709811, -9.143015 38.710512)","LINESTRING(-9.143504 38.706724, -9.143385 38.7077, -9.143264 38.708585, -9.143145 38.709488, -9.143102 38.709811, -9.143015 38.710512)"
Cais do Sodré,eyckpy,2026-09-04,23,28,110661,R. do Alecrim,LISBOA,40% a 21% da velocidade de fluxo livre,2.05,7.38,83,314,38.7091,-9.1432,"LineString(-9.143385 38.7077, -9.143264 38.708585, -9.143145 38.709488, -9.143102 38.709811, -9.143015 38.710512)","LINESTRING(-9.143385 38.7077, -9.143264 38.708585, -9.143145 38.709488, -9.143102 38.709811, -9.143015 38.710512)"
Cais do Sodré,eyckpy,2026-09-04,23,29,110661,R. da Cintura do Porto de Lisboa,LISBOA,80% a 61% da velocidade de fluxo livre,0,0,-1,49,38.7058,-9.14776,"LineString(-9.148032 38.705859, -9.147495 38.705716)","LINESTRING(-9.148032 38.705859, -9.147495 38.705716)"
Cais do Sodré,eyckpy,2026-09-04,23,36,110661,Av. 24 de Julho,LISBOA,40% a 21% da velocidade de fluxo livre,2.36111,8.5,73,288,38.7064,-9.14551,"LineString(-9.147158 38.706409, -9.14669 38.706406, -9.144969 38.70639, -9.144508 38.706386, -9.144261 38.706365, -9.143862 38.706295)","LINESTRING(-9.147158 38.706409, -9.14669 38.706406, -9.144969 38.70639, -9.144508 38.706386, -9.144261 38.706365, -9.143862 38.706295)"
Cais do Sodré,eyckpw / eyckpy,2026-09-04,23,37,110660,[BUS],LISBOA,Estrada bloqueada,7.45278,26.83,115,2140,38.7049,-9.15912,"LineString(-9.171015 38.703476, -9.170753 38.703461, -9.170131 38.7035, -9.167646 38.7035, -9.167132 38.703509, -9.164068 38.703507, -9.163627 38.703531, -9.163283 38.703569, -9.162966 38.703619, -9.161089 38.704013, -9.160618 38.704141, -9.159999 38.704347, -9.159566 38.70451, -9.159291 38.704632, -9.15607 38.706144, -9.155714 38.706264, -9.155469 38.706326, -9.1553 38.706369, -9.154783 38.706434, -9.154295 38.706453, -9.14725 38.706333)","LINESTRING(-9.171015 38.703476, -9.170753 38.703461, -9.170131 38.7035, -9.167646 38.7035, -9.167132 38.703509, -9.164068 38.703507, -9.163627 38.703531, -9.163283 38.703569, -9.162966 38.703619, -9.161089 38.704013, -9.160618 38.704141, -9.159999 38.704347, -9.159566 38.70451, -9.159291 38.704632, -9.15607 38.706144, -9.155714 38.706264, -9.155469 38.706326, -9.1553 38.706369, -9.154783 38.706434, -9.154295 38.706453, -9.14725 38.706333)"
Cais do Sodré,eyckpw / eyckpy,2026-09-04,23,37,110660,[BUS],LISBOA,Estrada bloqueada,8.15833,29.37,90,2140,38.7049,-9.15912,"LineString(-9.171015 38.703476, -9.170753 38.703461, -9.170131 38.7035, -9.167646 38.7035, -9.167132 38.703509, -9.164068 38.703507, -9.163627 38.703531, -9.163283 38.703569, -9.162966 38.703619, -9.161089 38.704013, -9.160618 38.704141, -9.159999 38.704347, -9.159566 38.70451, -9.159291 38.704632, -9.15607 38.706144, -9.155714 38.706264, -9.155469 38.706326, -9.1553 38.706369, -9.154783 38.706434, -9.154295 38.706453, -9.14725 38.706333)","LINESTRING(-9.171015 38.703476, -9.170753 38.703461, -9.170131 38.7035, -9.167646 38.7035, -9.167132 38.703509, -9.164068 38.703507, -9.163627 38.703531, -9.163283 38.703569, -9.162966 38.703619, -9.161089 38.704013, -9.160618 38.704141, -9.159999 38.704347, -9.159566 38.70451, -9.159291 38.704632, -9.15607 38.706144, -9.155714 38.706264, -9.155469 38.706326, -9.1553 38.706369, -9.154783 38.706434, -9.154295 38.706453, -9.14725 38.706333)"
Cais do Sodré,eyckpy,2026-09-04,23,37,110661,R. da Cintura do Porto de Lisboa,LISBOA,80% a 61% da velocidade de fluxo livre,0,0,-1,49,38.7058,-9.14776,"LineString(-9.148032 38.705859, -9.147495 38.705716)","LINESTRING(-9.148032 38.705859, -9.147495 38.705716)"
Cais do Sodré,eyckpw,2026-09-04,23,48,110660,R. de S. Domingos,LISBOA,40% a 21% da velocidade de fluxo livre,2.16667,7.8,98,343,38.7077,-9.16147,"LineString(-9.160871 38.706273, -9.161103 38.706615, -9.161154 38.706714, -9.161273 38.707022, -9.161611 38.708139, -9.161827 38.708848, -9.161899 38.709088, -9.161977 38.709226)","LINESTRING(-9.160871 38.706273, -9.161103 38.706615, -9.161154 38.706714, -9.161273 38.707022, -9.161611 38.708139, -9.161827 38.708848, -9.161899 38.709088, -9.161977 38.709226)"
Cais do Sodré,eyckpy,2026-09-04,23,48,110661,Tv. do Carvalho,LISBOA,40% a 21% da velocidade de fluxo livre,0.997222,3.59,148,194,38.7074,-9.1462,"LineString(-9.146304 38.706566, -9.146298 38.706903, -9.146264 38.707533, -9.14604 38.708008, -9.145936 38.708274)","LINESTRING(-9.146304 38.706566, -9.146298 38.706903, -9.146264 38.707533, -9.14604 38.708008, -9.145936 38.708274)"
Cais do Sodré,eyckpy,2026-09-04,23,50,110661,R. do Alecrim,LISBOA,20% a 1% da velocidade de fluxo livre,2.79167,10.05,72,423,38.7086,-9.14326,"LineString(-9.143015 38.710512, -9.143102 38.709811, -9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)","LINESTRING(-9.143015 38.710512, -9.143102 38.709811, -9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)"
Cais do Sodré,eyckpy,2026-09-04,23,50,110661,R. do Alecrim,LISBOA,40% a 21% da velocidade de fluxo livre,2.35278,8.47,69,309,38.7081,-9.14333,"LineString(-9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)","LINESTRING(-9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)"
Cais do Sodré,eyckpw,2026-09-04,23,56,110660,Lg. de Santos,LISBOA,60% a 41% da velocidade de fluxo livre,0.977778,3.52,160,193,38.7072,-9.1547,"LineString(-9.153864 38.707681, -9.155307 38.706917, -9.155235 38.706832, -9.155171 38.706706, -9.155072 38.706596)","LINESTRING(-9.153864 38.707681, -9.155307 38.706917, -9.155235 38.706832, -9.155171 38.706706, -9.155072 38.706596)"
Cais do Sodré,eyckpw,2026-09-04,23,59,110660,R. de S. Domingos,LISBOA,40% a 21% da velocidade de fluxo livre,2.275,8.19,90,343,38.7077,-9.16147,"LineString(-9.160871 38.706273, -9.161103 38.706615, -9.161154 38.706714, -9.161273 38.707022, -9.161611 38.708139, -9.161827 38.708848, -9.161899 38.709088, -9.161977 38.709226)","LINESTRING(-9.160871 38.706273, -9.161103 38.706615, -9.161154 38.706714, -9.161273 38.707022, -9.161611 38.708139, -9.161827 38.708848, -9.161899 38.709088, -9.161977 38.709226)"
Cais do Sodré,eyckpy,2026-09-05,0,2,110661,R. do Alecrim,LISBOA,40% a 21% da velocidade de fluxo livre,1.71111,6.16,72,208,38.7077,-9.14339,"LineString(-9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)","LINESTRING(-9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)"
Cais do Sodré,eyckpy,2026-09-05,0,5,110661,R. da Cintura do Porto de Lisboa,LISBOA,80% a 61% da velocidade de fluxo livre,0,0,-1,59,38.7059,-9.14836,"LineString(-9.148689 38.706011, -9.148032 38.705859)","LINESTRING(-9.148689 38.706011, -9.148032 38.705859)"
Cais do Sodré,eyckpw / eyckpy,2026-09-05,0,7,110661,R. da Cintura do Porto de Lisboa,LISBOA,20% a 1% da velocidade de fluxo livre,2.43611,8.77,69,302,38.7062,-9.15041,"LineString(-9.152149 38.706188, -9.150988 38.706174, -9.149635 38.706151, -9.149349 38.70613, -9.148879 38.706056, -9.148689 38.706011)","LINESTRING(-9.152149 38.706188, -9.150988 38.706174, -9.149635 38.706151, -9.149349 38.70613, -9.148879 38.706056, -9.148689 38.706011)"
Cais do Sodré,eyckpy,2026-09-05,0,9,110661,Cais do Sodré,LISBOA,60% a 41% da velocidade de fluxo livre,0.638889,2.3,151,172,38.7056,-9.14342,"LineString(-9.143919 38.705501, -9.1439 38.705373, -9.143856 38.705335, -9.143314 38.70533, -9.143256 38.705363, -9.14322 38.705467, -9.143214 38.706248)","LINESTRING(-9.143919 38.705501, -9.1439 38.705373, -9.143856 38.705335, -9.143314 38.70533, -9.143256 38.705363, -9.14322 38.705467, -9.143214 38.706248)"
Cais do Sodré,eyckpw,2026-09-05,0,10,110660,Lg. de Santos,LISBOA,60% a 41% da velocidade de fluxo livre,1.35278,4.87,106,193,38.7072,-9.1547,"LineString(-9.153864 38.707681, -9.155307 38.706917, -9.155235 38.706832, -9.155171 38.706706, -9.155072 38.706596)","LINESTRING(-9.153864 38.707681, -9.155307 38.706917, -9.155235 38.706832, -9.155171 38.706706, -9.155072 38.706596)"
Cais do Sodré,eyckpy,2026-09-05,0,11,110661,R. do Alecrim,LISBOA,40% a 21% da velocidade de fluxo livre,1.61111,5.8,80,208,38.7077,-9.14339,"LineString(-9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)","LINESTRING(-9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)"
Cais do Sodré,eyckpy,2026-09-05,0,11,110661,R. do Alecrim,LISBOA,40% a 21% da velocidade de fluxo livre,2.05556,7.4,101,345,38.7083,-9.14331,"LineString(-9.143102 38.709811, -9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)","LINESTRING(-9.143102 38.709811, -9.143145 38.709488, -9.143264 38.708585, -9.143385 38.7077, -9.143504 38.706724)"
