stop_id,stop_id_stepp,stop_code,stop_name,stop_desc,stop_remarks,stop_lat,stop_lon,zone_shift,stop_url,location_type,parent_station,wheelchair_boarding,entrance_restriction,exit_restriction,slot,signalling,shelter,bench,network_map,schedule,real_time_information,tariff,preservation_state,equipment,observations,region,municipality,municipality_fare_1,municipality_fare_2
000100,000100,000100,"QUELUZ BXO (PARQUE)",,,38.74095,-9.2701,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
000101,000101,000101,"ADROANA (PARQUE)",,,38.7408569999999,-9.38798,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
000102,000102,000102,"TALAÍDE (PARQUE)",,,38.74053,-9.31359,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
000103,000103,000103,"BELEM PARQUE",,,38.69575,-9.20468,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
000104,000104,000104,"CASAL CAMBRA PARQUE LIDL/ALDI",,,38.79651323,-9.22927875,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
000106,000106,000106,"CORTESIA (Parque Catribana)",,,38.9013655381418,-9.4160279155032,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
000108,000108,000108,"MIRA SINTRA MERCADO (PARQUE)",,,38.78795969,-9.30389452,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
000109,000109,000109,"MONTELAVAR (PARQUE)",,,38.86393,-9.33033,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
000110,000110,000110,"REBOLEIRA PARQUE",,,38.7558443680815,-9.22905035485354,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
110003,110003,110003,"Rua Major Rosa Bastos (X) Rua Vitor Hugo",,,38.81029505,-9.23383721,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110004,110004,110004,"R M Rosa Bastos (P Combust)",,,38.8103155660037,-9.23435227945447,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110005,110005,110005,"Azinhaga Canhamato 7A (Qta Bretão)",,,38.8128237426281,-9.23429586924613,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110007,110007,110007,"Caneças (Largo Vieira Caldas)",,,38.8129277620465,-9.22852568328381,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110009,110009,110009,"R Major Rosa Bastos (Supermercado)",,,38.8110983278602,-9.23135926946998,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110010,110010,110010,"R Major Rosa Bastos (Supermercado)",,,38.8109877286479,-9.23132658004761,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110013,110013,110013,"R Pinhal Verde 30",,,38.8186739338562,-9.2301407083869,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110014,110014,110014,"R Pinhal Verde 32",,,38.8187913643196,-9.23021648079157,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110015,110015,110015,"R Rontaínhas (Fonte Castanheiros)",,,38.8165941322222,-9.22827053815126,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110017,110017,110017,"R Fonte Castanheiro (Lgo)",,,38.8149988465011,-9.22732019796968,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110019,110019,110019,"Caneças (Bº Maria Teresa)",,,38.8161685829982,-9.23624281771481,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110021,110021,110021,"R Major Rosa Bastos 134 (Caneças)",,,38.8099096901715,-9.23761552199721,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110022,110022,110022,"R Major Rosa Bastos 134 (Caneças)",,,38.8098105741665,-9.23701202496886,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110023,110023,110023,"R Coronel Braz Oliveira 19",,,38.8118739053607,-9.22695835120976,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110024,110024,110024,"R Coronel Braz Oliveira 19",,,38.8119795592502,-9.22703336924314,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110025,110025,110025,"Lgo Vieira Caldas (Casa Cultura)",,,38.8126352755353,-9.22753904946148,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110027,110027,110027,"Lgo Dr Manuel D'Arriaga (Jardim)",,,38.8130160653964,-9.22644278034568,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110029,110029,110029,"R Liberdade 131",,,38.7825285689905,-9.2174862138927,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110030,110030,110030,"R Liberdade 131",,,38.7824897188693,-9.21740767545998,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110031,110031,110031,"R Liberdade 79",,,38.7802483560517,-9.21638080850244,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110032,110032,110032,"R Liberdade 79",,,38.7803298700601,-9.21634334139526,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110033,110033,110033,"R Liberdade 11",,,38.7788011785597,-9.21543725766242,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110035,110035,110035,"R Liberdade 24",,,38.7740578595549,-9.21337991952896,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110037,110037,110037,"R Liberdade 1",,,38.7726425752044,-9.21192993409932,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110039,110039,110039,"R Liberdade 6",,,38.7679819017649,-9.20470389537513,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110041,110041,110041,"R Cidade Horta 15 (Pontinha)",,,38.7663105502725,-9.20124401338398,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110043,110043,110043,"Av S Pedro 3 (Escola)",,,38.7645034538582,-9.20013341121376,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110045,110045,110045,"Pontinha (R Regimento Engenharia Um)",,,38.76509280693068,-9.198136674240232,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110047,110047,110047,"R Sto Eloy 40 (Pontinha)",,,38.76731567957856,-9.20205739326775,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110049,110049,110049,"R Liberdade 11",,,38.7765334127471,-9.2149649374187,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110051,110051,110051,"R Liberdade 111",,,38.7787449778989,-9.21529887244105,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110053,110053,110053,"Presa (X) Casal da Mira",,,38.7840359285474,-9.22002299688756,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110055,110055,110055,"Pça Dr Manuel de Arriaga Fonte",,,38.81289763933798,-9.22687252386527,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110057,110057,110057,"Caneças (Qtª São Carlos)",,,38.8156676912445,-9.22610154264683,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110059,110059,110059,"Pça Dr Manuel de Arriaga 18",,,38.81293659611056,-9.226468739113564,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110061,110061,110061,"Caneças (Escola Secundária)",,,38.8098060951395,-9.23315173946321,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110169,110169,110169,"CASA DA CULTURA",,,38.8125887978822,-9.22716471366584,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
110170,110170,110170,"R Pinhal Verde Fte 5",,,38.81694312597793,-9.22814753168918,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
000111,000111,000111,"RESTELO PARQUE",,,38.7098464690749,-9.20993740170728,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
111021,111021,111021,"R Pinhal Castelo Vide (X) R Aqueduto",,,38.815408,-9.235176,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
000112,000112,000112,"URBANIZACAO SÃO MARCOS (PARQUE)",,,38.7507554727886,-9.30120487223708,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
000113,000113,000113,"VILA CHA PARQUE (Escola)",,,38.7685806426613,-9.23995277811083,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
114919,114919,114919,"Rua do Salão (X) Rua do Aqueduto",,,38.816838,-9.234905,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
000115,000115,000115,"TABAQUEIRA (PARQUE)",,,38.75382,-9.34375,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
000116,000116,000116,"ABÓBODA (PARQUE RECHEIO)",,,38.720918,-9.33526,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
000117,000117,000117,"CONTINENTE AMADORA (PARQUE)",,,38.743273,-9.233695,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
000118,000118,000118,"AMADORA NORTE (PARQUE)",,,38.759187,-9.234425,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
119320,119320,119320,"Rua do Aqueduto 34",,,38.81681,-9.234737,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1116,,
120001,120001,120001,"Alfragide (Centro Comercial)",,,38.7285990687087,-9.21862942166626,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120003,120003,120003,"Av Cavaleiros (X) R Qta do Salrego",,,38.72840286050052,-9.221435347571967,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120005,120005,120005,"Av Cavaleiros 70",,,38.72655,-9.21595,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120006,120006,120006,"Av Cavaleiros 70",,,38.7267757952213,-9.21602725982666,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120007,120007,120007,"R Qta Paizinho 8",,,38.723807814839255,-9.215413825148586,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120008,120008,120008,"R Qta Paizinho 8",,,38.72389111281537,-9.215235505253077,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120009,120009,120009,"R Qta Paizinho 11",,,38.72231292813834,-9.217873625457289,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120010,120010,120010,"R Qta Paizinho 11",,,38.7221498647705,-9.21773054637015,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120011,120011,120011,"R Cincinato da Costa 39",,,38.7203107913956,-9.21951346099377,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120012,120012,120012,"R Cincinato da Costa 39",,,38.72034783662062,-9.219419918954372,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120013,120013,120013,"Estr Portela 45",,,38.72125746249981,-9.221389247104526,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120014,120014,120014,"Estr Velha Portela 2",,,38.721269974485,-9.22152855433524,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120015,120015,120015,"Estr Portela (Esc Primária)",,,38.72238236008911,-9.224585853517056,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120016,120016,120016,"Estr Portela (Esc Primária)",,,38.7223077798262,-9.2246800661087,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120017,120017,120017,"R Cravos Abril (P Desp Carlos Queiroz)",,,38.72377712305837,-9.225982697680593,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120018,120018,120018,"Estr da Costa 20",,,38.703334,-9.251361,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120019,120019,120019,"R Cravos Abril (X) Liberdade",,,38.724053990421886,-9.228203231468797,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120020,120020,120020,"Faculdade de Motricidade Humana",,,38.705333,-9.252363,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120021,120021,120021,"Av Professor D Bernardino Machado",,,38.7230674317107,-9.22980593517423,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120022,120022,120022,"Estr da Costa (Jamor P4)",,,38.70775,-9.251583,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120023,120023,120023,"R C Belo Morais(x)Av Lima Bastos",,,38.71953291441226,-9.227826716378331,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120024,120024,120024,"R da Eira 4",,,38.706444,-9.231389,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120025,120025,120025,"R C Belo Morais (Alam Alto Barronhos)",,,38.7174731818959,-9.23174634575844,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120026,120026,120026,"R C Belo Morais (Alam Alto Barronhos)",,,38.717322,-9.231836,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120027,120027,120027,"R Mário Moreira 16A",,,38.718946,-9.232812,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120028,120028,120028,"Algés (Estação) P13",,,38.699388,-9.227667,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120029,120029,120029,"R Manuel Ant Rodrigues (Escadinhas)",,,38.7206339556724,-9.23256819136441,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120030,120030,120030,"R Manuel Ant Rodrigues (Escadinhas)",,,38.7206780444831,-9.23263222910464,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120031,120031,120031,"R nossa Senhora Conceição 2",,,38.72095056941277,-9.233321053907275,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120032,120032,120032,"R nossa Senhora Conceição 2",,,38.72082307949047,-9.233416188508272,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120033,120033,120033,"Av Forte (Posto Combust)",,,38.7241684785113,-9.23473156057298,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120035,120035,120035,"Av Prof Rein Santos (Edif S Paulo)",,,38.72561417000794,-9.234427297487857,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120037,120037,120037,"Av Prof Reinaldo Santos (Hosp Sta Cruz)",,,38.727359653276565,-9.234245158731936,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120038,120038,120038,"Av Pf Reinaldo Santos (Hosp Sta Cruz)",,,38.727023,-9.23446,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120039,120039,120039,"R Manuel Teixeira Gomes (Bombeiros)",,,38.7287524575368,-9.23672276549041,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120040,120040,120040,"R Manuel Teixeira Gomes (Bombeiros)",,,38.728626,-9.236855,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120041,120041,120041,"R Aquilino Ribeiro 7",,,38.72767025970105,-9.240076532587407,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120042,120042,120042,"R Aquilino Ribeiro 7",,,38.727592,-9.240131,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120043,120043,120043,"R Aquilino Ribeiro 20",,,38.72851839744074,-9.241655012592672,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120044,120044,120044,"R Aquilino Ribeiro 27",,,38.7282094778493,-9.24146432429552,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120045,120045,120045,"R Aquilino Ribeiro (Esc Preparatória)",,,38.72884932,-9.24482714,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120047,120047,120047,"Av Portugal (X) Av Sacadura Cabral",,,38.7259868904948,-9.24328302964568,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120049,120049,120049,"Av Tomás Ribeiro 47 (Cemitério)",,,38.7240507127717,-9.24349492415786,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120050,120050,120050,"Av Tomás Ribeiro 47 (Cemitério)",,,38.7240481562912,-9.24326098524034,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120051,120051,120051,"Av Tomás Ribeiro (X) R C Wallenstein",,,38.7218333333333,-9.24328333333333,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120053,120053,120053,"Av Tomás Ribeiro 63",,,38.7159,-9.24483333333333,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120055,120055,120055,"Av Tomás Ribeiro 45",,,38.714164,-9.244559,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120057,120057,120057,"Calçada Chafariz 8",,,38.7127583194524,-9.24589784815907,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120058,120058,120058,"Calçada Chafariz 4",,,38.7131090601906,-9.24527884460986,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120059,120059,120059,"Av D Pedro V 49",,,38.711291,-9.246191,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120060,120060,120060,"Av D Pedro V 28",,,38.711436,-9.246127,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120061,120061,120061,"Av D Pedro V 25",,,38.7100856238976,-9.24540323205292,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120062,120062,120062,"Av D Pedro V 16D",,,38.70984175298334,-9.24514071084559,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120063,120063,120063,"Av D Pedro V 1",,,38.70798662827391,-9.244638212052994,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120064,120064,120064,"Av D Pedro V 1",,,38.7081333333333,-9.24446666666667,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120065,120065,120065,"R Manuel Ferreira (Esc Secundária)",,,38.705979,-9.242707,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120066,120066,120066,"R Manuel Ferreira (Esc Secundária)",,,38.705772,-9.241997,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120067,120067,120067,"R M Ferreira (X) R Castro Soromenho",,,38.703775,-9.241852,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120069,120069,120069,"Linda-a-velha (Alto Stª Catarina)",,,38.705386881305046,-9.240261521190403,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120070,120070,120070,"Linda-a-velha (Alto Stª Catarina)",,,38.7052948633209,-9.24040594138205,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120071,120071,120071,"Dafundo (B S Mateus)",,,38.702523,-9.240172,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120072,120072,120072,"Dafundo (B S Mateus)",,,38.70271030815744,-9.23999981514613,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120073,120073,120073,"R S João Deus 11",,,38.701048,-9.239713,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120075,120075,120075,"R Direita 77",,,38.70006,-9.240029,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120077,120077,120077,"R Direita - Aquário Vasco Gama",,,38.69919353226865,-9.237558776512742,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120078,120078,120078,"R Direita - Aquário Vasco Gama",,,38.69925641808294,-9.237396335229278,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120079,120079,120079,"R Damião Góis (Palácio Anjos)",,,38.69924,-9.230784,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120081,120081,120081,"Algés (Estação) P11",,,38.6992333333333,-9.22761666666667,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120085,120085,120085,"R Direita 46",,,38.700012,-9.239641,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120087,120087,120087,"R S João Deus Fte 12",,,38.701406,-9.239445,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120089,120089,120089,"R Manuel Ferreira 12",,,38.704121,-9.241711,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120091,120091,120091,"Av Tomás Ribeiro 58",,,38.71502571330736,-9.244543012483906,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120093,120093,120093,"Av Tomás Ribeiro 88A",,,38.71685,-9.24488333333333,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120095,120095,120095,"Av Tomás Ribeiro (Qta Acácias)",,,38.7225787667558,-9.2430507671088,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120097,120097,120097,"Carnaxide (Av Portugal)",,,38.72679410484241,-9.244464542716742,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120099,120099,120099,"R Aquilino Ribeiro 3",,,38.729102,-9.243899,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120101,120101,120101,"R Manuel Teixeira Gomes 11",,,38.7269616220146,-9.23979833722115,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120103,120103,120103,"Av de Portugal 16",,,38.725991290994,-9.23912250436842,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120105,120105,120105,"Av Portugal (X) Pct Eugénio Castro",,,38.726534288533706,-9.236847907304764,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120107,120107,120107,"R Ten Gen Zef Sequeira (Ed S Paulo)",,,38.725766604097416,-9.235182758420706,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120109,120109,120109,"Av Forte (Posto Combust)",,,38.723626517664535,-9.23503054305911,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120111,120111,120111,"R Mário Moreira 16A",,,38.719041,-9.232961,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120113,120113,120113,"R Carlos Belo Morais 37",,,38.7200242560357,-9.22751499339938,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120115,120115,120115,"Av Professor D Bernardino Machado",,,38.723018229939,-9.22964072786272,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120117,120117,120117,"R Cravos Abril 45",,,38.7240876350552,-9.22760669142008,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120119,120119,120119,"R Cravos Abril (X) R Elisio Moura",,,38.72366810205124,-9.226027708500624,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120123,120123,120123,"Carnaxide (Escola Secundária)",,,38.72267560636234,-9.244811721146108,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120125,120125,120125,"Cruz Quebrada (Piscinas)",,,38.7034499645233,-9.25669767893851,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120127,120127,120127,"Cruz Quebrada",,,38.7015994079411,-9.25186894834042,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120128,120128,120128,"Cruz Quebrada",,,38.7016990268603,-9.25188018009067,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120129,120129,120129,"R Sacadura Cabral 93",,,38.70102037229405,-9.249743716791272,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120130,120130,120130,"R Sacadura Cabral 91",,,38.7010633852333,-9.2496129591018,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120131,120131,120131,"R Bombeiros Voluntários Dafundo",,,38.700086347643605,-9.246810742982907,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120133,120133,120133,"R Paulo Duque 36",,,38.7005,-9.24334,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120135,120135,120135,"R Sacadura Cabral 29",,,38.7007479742169,-9.24456847831607,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120136,120136,120136,"R Sacadura Cabral 29",,,38.7006692262366,-9.24439966678619,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120142,120142,120142,"R Mata de São Mateus 68A",,,38.70295,-9.246854,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120144,120144,120144,"R Mata de São Mateus 42",,,38.70204526584476,-9.242622944992553,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120146,120146,120146,"R Cláudio de Oliveira Bastos 20",,,38.70369419268241,-9.240597755208013,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120148,120148,120148,"Rua Antero de Figueiredo (Frente Museu Automóvel)",,,38.706064,-9.241074,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120149,120149,120149,"R Luz soriano 6",,,38.7081709038466,-9.24335989169776,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120150,120150,120150,"R Luz Soriano 1A",,,38.7076390301809,-9.24350976012647,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120151,120151,120151,"R Francisco José Vitorino 13",,,38.709122,-9.244315,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120152,120152,120152,"R Francisco José Vitorino 11",,,38.70903,-9.2441,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
120157,120157,120157,"Linda-a-Velha (Palácio Aciprestes)",,,38.71049552862794,-9.242849536499502,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT170,1110,,
