stop_id,stop_id_stepp,stop_code,stop_name,stop_desc,stop_remarks,stop_lat,stop_lon,zone_id,zone_shift,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,entrance_restriction,exit_restriction,slot,signalling,shelter,bench,network_map,schedule,real_time_information,tariff,preservation_state,equipment,observations,region,municipality,municipality_fare_1,municipality_fare_2
070605,70605,"070605","Av Descobrimentos (X) R Fernão Magalhães","","",38.782078,-9.114031,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070607,70607,"070607","Av Descobrim (x) R Brasil (C Comercial)","","",38.781039,-9.111786,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070609,70609,"070609","R Franc Marques Beato 83","","",38.779701,-9.104471,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070611,70611,"070611","R Franc Marques Beato 26","","",38.776731,-9.102914,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070613,70613,"070613","R Qta S João Areias (Sacavém)","","",38.797829,-9.116734,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070617,70617,"070617","R Dr Gilberto Lindim Ramos 6375","","",38.798954,-9.117687,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070618,70618,"070618","R Dr Gilberto Lindim Ramos 6375","","",38.798662,-9.117672,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070619,70619,"070619","B S João (X) Rua D","","",38.801039,-9.119963,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070620,70620,"070620","B S João (X) Rua D","","",38.800846,-9.119994,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070621,70621,"070621","Estrada Militar 5 (Campo Rio)","","",38.801436,-9.122305,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070622,70622,"070622","Estrada Militar 5 (Campo Rio)","","",38.801145,-9.122395,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070623,70623,"070623","Lgo Eng Armando Bandeira Vaz (Camarate)","","",38.80206,-9.127297,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070624,70624,"070624","Lgo Eng Armando Bandeira Vaz (Camarate)","","",38.801986,-9.127422,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070625,70625,"070625","R Avelino Salgado Oliveira (Igreja)","","",38.801656,-9.128755,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070626,70626,"070626","R Avelino Salgado Oliveira (Igreja)","","",38.801523,-9.129598,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070627,70627,"070627","R Bombeiros Voluntários (Escola)","","",38.799691,-9.134594,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070629,70629,"070629","R Bombeiros Voluntários 24","","",38.798837,-9.136505,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070631,70631,"070631","R Fetais (Rotunda)","","",38.797483,-9.142465,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070632,70632,"070632","R Fetais (Rotunda)","","",38.797369,-9.142576,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070633,70633,"070633","R Fetais 28 (Largo)","","",38.79783,-9.144986,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070635,70635,"070635","R Fetais 3 (Supermercado)","","",38.798738,-9.147765,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070636,70636,"070636","R Fetais 3 (Supermercado)","","",38.798591,-9.147597,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070637,70637,"070637","Urb Qta Mós 4 (Fetais)","","",38.797933,-9.149105,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070639,70639,"070639","Urb Qta Mós 13A (Fetais)","","",38.796734,-9.148275,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070641,70641,"070641","R Fetais 28 (Largo)","","",38.797868,-9.145438,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070642,70642,"070642","Avenida Álvaro Cunhal (Frente Parque Logístico)","","",38.817214,-9.178804,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070643,70643,"070643","R Bombeiros Voluntários 24 (Rotunda)","","",38.799029,-9.135876,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070645,70645,"070645","R Bombeiros Voluntários (Escola)","","",38.799734,-9.134158,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070647,70647,"070647","R 5 Centenário 118 ( B Sto António)","","",38.79851,-9.123087,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070649,70649,"070649","R S João 8 (B Sto António)","","",38.796015,-9.123411,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070651,70651,"070651","R Assoc Mor Força Povo 25","","",38.794861,-9.123679,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070653,70653,"070653","R Cooperativa 26 Abril 16","","",38.796023,-9.122464,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070655,70655,"070655","R Cooperativa 26 Abril 16","","",38.79699,-9.123086,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070657,70657,"070657","B Sto António (X) Rua D","","",38.798434,-9.122988,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070658,70658,"070658","B Sto António (X) Rua D","","",38.798017,-9.123319,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070659,70659,"070659","R Marechal Gomes Costa 82 (Armazéns)","","",38.796201,-9.119117,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070660,70660,"070660","R Marechal Gomes Costa 82 (Armazéns)","","",38.796118,-9.119208,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070661,70661,"070661","R M Gomes Costa 82 (Supermercado)","","",38.795951,-9.117137,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070662,70662,"070662","R M Gomes Costa 82 (Supermercado)","","",38.795859,-9.117283,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070664,70664,"070664","Estr Militar (Rotunda) (Sacavém)","","",38.796699,-9.116307,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070665,70665,"070665","Alameda das Comunidades (C Saúde)","","",38.797578,-9.115723,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070667,70667,"070667","R Mal António Spínola (Supermercado)","","",38.797585,-9.115129,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070669,70669,"070669","R Mal António Spínola 99","","",38.799093,-9.111194,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
070671,70671,"070671","R M R Bastos (X) R Teófilo L Constantino","","",38.796488,-9.111252,,,,,,,,,,,,,,,,,,,,,,,PT170,1107,,
