stop_id,stop_id_stepp,stop_code,stop_name,stop_desc,stop_remarks,stop_lat,stop_lon,zone_id,zone_shift,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,entrance_restriction,exit_restriction,slot,signalling,shelter,bench,network_map,schedule,real_time_information,tariff,preservation_state,equipment,observations,region,municipality,municipality_fare_1,municipality_fare_2
060159,60159,"060159","Lumiar","","",38.772914,-9.161157,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060161,60161,"060161","Estr. Desvio","","",38.778961,-9.163364,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060163,60163,"060163","Estr. Desvio / Qta. Lavadeiras","","",38.783676,-9.163546,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060166,60166,"060166","Cç. Carriche / Estr. Militar","","",38.778579,-9.164303,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060167,60167,"060167","Lumiar","","",38.772695,-9.161244,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060169,60169,"060169","Hosp. Pulido Valente","","",38.765563,-9.157433,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060171,60171,"060171","Campo Grande (Metro) P19","","",38.759385,-9.159314,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060173,60173,"060173","Estr Desvio / R Prof J Pinto Correia","","",38.782005,-9.162811,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060175,60175,"060175","Torrinha","","",38.7876,-9.159134,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060177,60177,"060177","Qta. Torrinha","","",38.790591,-9.157352,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060178,60178,"060178","Qta. Torrinha","","",38.7909,-9.157288,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060179,60179,"060179","Grafanil","","",38.792889,-9.155602,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060180,60180,"060180","Grafanil","","",38.793083,-9.155528,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060181,60181,"060181","Qta. Balsares","","",38.793351,-9.153156,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060182,60182,"060182","Qta. Balsares","","",38.793266,-9.153115,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060183,60183,"060183","Torrinha","","",38.788134,-9.158568,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060185,60185,"060185","Piscina Municipal da Ameixoeira","","",38.785808,-9.159816,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060187,60187,"060187","Estr Desvio / R Prof J Pinto Correia","","",38.782234,-9.162902,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060189,60189,"060189","Parque Nações Norte","","",38.793543,-9.097811,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060190,60190,"060190","Parque Nações Norte","","",38.793874,-9.097535,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060191,60191,"060191","Via Oriente","","",38.792124,-9.099379,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060193,60193,"060193","Via Oriente/Ponte Vasco Gama","","",38.787407,-9.100019,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060195,60195,"060195","Al. Oceanos/R Rio Pérolas","","",38.783819,-9.098462,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060197,60197,"060197","Rot. Oliveiras","","",38.780605,-9.096552,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060198,60198,"060198","Rot. Oliveiras","","",38.780668,-9.096369,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060199,60199,"060199","Jardim Jacarandás","","",38.778762,-9.095216,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060200,60200,"060200","Jardim Jacarandás","","",38.778719,-9.095417,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060201,60201,"060201","Cais Olival","","",38.776131,-9.09496,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060202,60202,"060202","Cais Olival","","",38.776044,-9.095164,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060203,60203,"060203","Av. Boa Esperança","","",38.774385,-9.097502,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060205,60205,"060205","Av. D. João II","","",38.771322,-9.097757,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060207,60207,"060207","Gare do Oriente 20-B","","",38.767539,-9.100308,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
060209,60209,"060209","Av. D. João II","","",38.771537,-9.097323,,,,,,,,,,,,,,,,,,,,,,,PT170,1106,,
