line_id,line_short_name,line_long_name,route_id,agency_id,route_origin,route_destination,route_short_name,route_long_name,route_desc,route_remarks,route_type,contract,path_type,circular,school,route_url,route_color,route_text_color,route_sort_order,continuous_pickup,continuous_drop_off
2605,2605,Agualva-Cacém (Estação) - Loures,2605_1,42,,Caneças,2605,Agualva-Cacém (Estação) - Caneças,,,3,"",3,0,,,C61D23,FFFFFF,,,
2610,2610,Odivelas (Metro) - UBBO,2610_0,42,,Centro Comercial,2610,Odivelas (Metro) - UBBO,,,3,"",1,0,,,C61D23,FFFFFF,,,
2611,2611,Santo António dos Cavaleiros – UBBO,2611_0,42,,Centro Comercial,2611,Sto António Cavaleiros - UBBO,,,3,"",1,0,,,C61D23,FFFFFF,,,
2620,2620,Covas de Ferro - Loures (Centro Saúde),2620_0,42,Covas de Ferro,Loures (C.Saúde),2620,Covas de Ferro - Loures (Centro Saúde),,,3,"",1,0,,,C61D23,FFFFFF,,,
2621,2621,Covas de Ferro - Pinheiro de Loures,2621_0,42,Covas de Ferro,Pinheiro de Loures,2621,Covas de Ferro - Pinheiro de Loures,,,3,"",1,0,,,C61D23,FFFFFF,,,
2621,2621,Covas de Ferro - Pinheiro de Loures,2621_1,42,Pinheiro de Loures,A-dos-Cãos,2621,Pinheiro de Loures - A-Dos-Cãos,,,3,"",3,0,,,C61D23,FFFFFF,,,
2625,2625,Mafra (Terminal) - São João das Lampas,2625_0,42,Mafra (Terminal),São João das Lampas,2625,Mafra (Terminal)- São João das Lampas,,,3,"",1,0,,,C61D23,FFFFFF,,,
2626,2626,Mafra (Parque Desportivo) - Portela de Sintra (Estação),2626_0,42,Mafra (Parque Desportivo),Portela de Sintra (Estação),2626,Mafra (Parque Desportivo) - Portela de Sintra (Estação),,,3,"",1,0,,,C61D23,FFFFFF,,,
2626,2626,Mafra (Parque Desportivo) - Portela de Sintra (Estação),2626_1,42,Mafra (Parque Desportivo),Cheleiros,2626,Mafra (Parque Desportivo) - Cheleiros,,,3,"",3,0,,,C61D23,FFFFFF,,,
2626,2626,Mafra (Parque Desportivo) - Portela de Sintra (Estação),2626_2,42,,Portela de Sintra (Estação),2626,Mafra (Quinta Santa Barbara) - Portela de Sintra (Estação),,,3,"",3,0,,,C61D23,FFFFFF,,,
2627,2627,Mafra (Parque Desportivo) - Ribeira dos Tostões,2627_0,42,Mafra (Parque Desportivo),Ribeira dos Tostões,2627,Mafra (Parque Desportivo) - Ribeira dos Tostões,,,3,"",1,0,,,C61D23,FFFFFF,,,
2627,2627,Mafra (Parque Desportivo) - Ribeira dos Tostões,2627_1,42,Ribeira dos Tostões,Igreja Nova,2627,Ribeira dos Tostões - Igreja Nova,,,3,"",3,0,,,C61D23,FFFFFF,,,
2630,2630,Caneças (Escola Secundária) | Circular,2630_0,42,,Caneças (Esc. Secundária),2630,Caneças (Esc. Secundária) | Circular,,,3,"",1,1,,,3D85C6,FFFFFF,,,
2631,2631,Caneças (Escola Secundária) - Odivelas (Metro) via Quinta das Pretas,2631_0,42,,Odivelas (Metro),2631,Caneças (Esc. Secundária) - Odivelas (Metro) via Qta das Pretas,,,3,"",1,0,,,C61D23,FFFFFF,,,
2632,2632,Caneças (Escola Secundária) - Odivelas (Metro) via Bairro Sol Nascente,2632_0,42,,Odivelas (Metro),2632,Caneças (Esc. Secundária) - Odivelas (Metro) via Bairro Sol Nascente,,,3,"",1,0,,,C61D23,FFFFFF,,,
2650,2650,Cidade Nova - Costa da Caparica,2650_0,42,Cidade Nova,Costa da Caparica,2650,Cidade Nova - Costa da Caparica,,,3,"",1,0,,,0C807E,FFFFFF,,,
2651,2651,Bucelas - Costa da Caparica,2651_0,42,Bucelas,Costa da Caparica,2651,Bucelas - Costa da Caparica (Terminal),,,3,"",1,0,,,0C807E,FFFFFF,,,
2652,2652,Costa da Caparica - Forte Casa (Largo),2652_0,42,C. Caparica,Forte Casa (Largo),2652,Costa da Caparica - Forte Casa (Largo),,,3,"",1,0,,,0C807E,FFFFFF,,,
2653,2653,Caneças (Escola Secundaria) - Costa da Caparica,2653_0,42,,,2653,Caneças (Esc. Secundaria) - Costa da Caparica,,,3,"",1,0,,,0C807E,FFFFFF,,,
2706,2706,Bucelas - Lisboa (Campo Grande) via Infantado,2706_0,42,Bucelas,Campo Grande,2706,Bucelas - Lisboa (C. Grande) via Infantado,,,3,"",1,0,,,C61D23,FFFFFF,,,
2706,2706,Bucelas - Lisboa (Campo Grande) via Infantado,2706_1,42,Bucelas,Campo Grande,2706,Bucelas - Lisboa (C. Grande) via A8,,,3,"",3,0,,,C61D23,FFFFFF,,,
2708,2708,Casal da Aguieira - Lisboa (Estação do Oriente),2708_0,42,C.Aguieira,Estação Oriente,2708,C.Aguieira - Estação Oriente,,,3,"",1,0,,,C61D23,FFFFFF,,,
2709,2709,Bairro de Angola | Circular via Camarate,2709_0,42,,Bairro Angola,2709,Bairro Angola - Bairro Angola via Camarate,,,3,"",1,1,,,C61D23,FFFFFF,,,
2710,2710,Alto do Moinho - Lisboa (Campo Grande),2710_0,42,A. Moinho,Campo Grande,2710,A. Moinho - Campo Grande,,,3,"",1,0,,,C61D23,FFFFFF,,,
2711,2711,Charneca - Lisboa (Estação do Oriente),2711_0,42,Charneca,Est Oriente,2711,Charneca - Est Oriente via B. Santiago,,,3,"",1,0,,,C61D23,FFFFFF,,,
2713,2713,Lisboa (Campo Grande) | Circular via Charneca,2713_0,42,Campo Grande,Campo Grande,2713,Campo Grande - Campo Grande via Charneca,,,3,"",1,1,,,C61D23,FFFFFF,,,
2713,2713,Lisboa (Campo Grande) | Circular via Charneca,2713_1,42,Campo Grande,Sacavém,2713,Campo Grande - Sacavém via Charneca,,,3,"",3,0,,,C61D23,FFFFFF,,,
2713,2713,Lisboa (Campo Grande) | Circular via Charneca,2713_2,42,Apelação,Campo Grande,2713,Apelação - Campo Grande,,,3,"",3,0,,,C61D23,FFFFFF,,,
2713,2713,Lisboa (Campo Grande) | Circular via Charneca,2713_4,42,Bº S.José,Campo Grande,2713,Bº S.José - Campo Grande,,,3,"",3,0,,,C61D23,FFFFFF,,,
2714,2714,Lisboa (Campo Grande) - Sacavém (Jardim),2714_0,42,,,2714,Campo Grande - Sacavém (Est),,,3,"",1,0,,,C61D23,FFFFFF,,,
2715,2715,Lisboa (Campo Grande) - Santo António dos Cavaleiros via IC22 e Igreja,2715_0,42,,Sto António Cavaleiros,2715,Lisboa (C. Grande) - Sto António Cavaleiros via IC22 e Igreja,,,3,"",1,0,,,C61D23,FFFFFF,,,
2716,2716,Lisboa (Campo Grande) - Santo António dos Cavaleiros via IC22 e Cidade Nova,2716_0,42,,Campo Grande,2716,Lisboa (C. Grande) - Sto António Cavaleiros via IC22 e Cidade Nova,,,3,"",1,0,,,C61D23,FFFFFF,,,
2717,2717,Lisboa (Campo Grande) - Loures (Centro Comercial) via IC22 e Torres da Bela Vista,2717_0,42,,Torres da Bela Vista,2717,Lisboa (C. Grande) - Loures (C. Comercial) via IC22 e Torres da Bela Vista,,,3,"",1,0,,,C61D23,FFFFFF,,,
2718,2718,Infantado - Lisboa (Campo Grande),2718_0,42,Infantado,Campo Grande,2718,Infantado - Lisboa (C. Grande),,,3,"",1,0,,,C61D23,FFFFFF,,,
2719,2719,Fanhões - Lisboa (Campo Grande),2719_0,42,,,2719,Fanhões - Lisboa (C.Grande) v/ Sete Casas e A8 Frielas,,,3,"",1,0,,,C61D23,FFFFFF,,,
2720,2720,Lisboa (Campo Grande) - Loures (Bairro da Urmeira),2720_0,42,,Loures,2720,Lisboa (C. Grande) - Loures (Urmeira),,,3,"",1,0,,,C61D23,FFFFFF,,,
2722,2722,Lisboa (Areeiro) - Via Rara,2722_0,42,Areeiro,Via Rara,2722,Areeiro - Via Rara,,,3,"",1,0,,,C61D23,FFFFFF,,,
2723,2723,Lisboa (Campo Grande) - Zambujal,2723_0,42,Lisboa (C. Grande),Zambujal,2723,Lisboa (C. Grande) - Zambujal,,,3,"",1,0,,,C61D23,FFFFFF,,,
2724,2724,Lisboa (Estação do Oriente) - Loures via Túnel do Grilo e Santo António dos Cavaleiros,2724_0,42,,Loures C. COM.,2724,Estação Oriente - Loures C.COM. via Tunel Grilo,,,3,"",1,0,,,C61D23,FFFFFF,,,
2725,2725,Lisboa (Estação do Oriente) - Loures (Centro Comercial),2725_0,42,Estação Oriente,Loures (zona comercial),2725,Estação Oriente - Loures (zona comercial),,,3,"",1,0,,,C61D23,FFFFFF,,,
2726,2726,Lisboa (Estação Oriente) - Loures via Camarate,2726_0,42,,Loures C.COM.,2726,Estação Oriente - Loures C. COM. via Camarate,,,3,"",1,0,,,C61D23,FFFFFF,,,
2727,2727,Lisboa (Estação do Oriente) - Loures via Unhos,2727_0,42,,HOSP.B.ANGELO,2727,Estação Oriente - Loures(CC) via Unhos ,,,3,"",1,0,,,C61D23,FFFFFF,,,
2728,2728,Bairro da Covina - Lisboa (Estação do Oriente),2728_0,42,Bairro Covina,Estação Oriente,2728,Bairro Covina - Estação Oriente,,,3,"",1,0,,,C61D23,FFFFFF,,,
2729,2729,Lisboa (Estação do Oriente) - Portela da Azóia,2729_0,42,Estação Oriente,Portela Azóia,2729,Estação Oriente - Portela Azóia,,,3,"",1,0,,,C61D23,FFFFFF,,,
2730,2730,Lisboa (Estação do Oriente) - Santa Iria da Azóia,2730_0,42,Estação Oriente,Santa Iria Azóia,2730,Estação Oriente - Santa Iria Azóia,,,3,"",1,0,,,C61D23,FFFFFF,,,
2731,2731,Lisboa (Estação do Oriente) | Circular via Portela,2731_0,42,Estação Oriente,Estação Oriente,2731,Estação Oriente - Estação Oriente via Portela,,,3,"",1,1,,,C61D23,FFFFFF,,,
2731,2731,Lisboa (Estação do Oriente) | Circular via Portela,2731_1,42,Estação Oriente,Sacavém (Estação),2731,Estação Oriente - Sacavém (Estação),,,3,"",3,0,,,C61D23,FFFFFF,,,
2733,2733,Loures (Supermercado) - Moscavide (Metro),2733_0,42,,Moscavide (Metro),2733,Loures(Super.) - Moscavide (Metro),,,3,"",1,0,,,C61D23,FFFFFF,,,
2734,2734,Prior Velho - Sacavém (Estação),2734_0,42,Prior Velho,Sacavém (Estação),2734,Prior Velho - Sacavém (Estação),,,3,"",1,0,,,C61D23,FFFFFF,,,
2735,2735,Urbana de Sacavém | Circular via Prior Velho,2735_0,42,,Sacavém (Estação),2735,Sacavém (Estação) -Sacavém (Estação) via Prior Velho,,,3,"",1,1,,,C61D23,FFFFFF,,,
2736,2736,Lisboa (Campo Grande) | Circular via Sacavém,2736_0,42,Campo Grande,Campo Grande,2736,Campo Grande - Campo Grande via Sacavém,,,3,"",1,1,,,C61D23,FFFFFF,,,
2736,2736,Lisboa (Campo Grande) | Circular via Sacavém,2736_1,42,Campo Grande,Apelação,2736,Campo Grande - Apelação via Sacavém,,,3,"",3,0,,,C61D23,FFFFFF,,,
2736,2736,Lisboa (Campo Grande) | Circular via Sacavém,2736_2,42,Apl (Av Brasilia),Campo Grande,2736,Apl (Av Brasilia) - Campo Grande,,,3,"",3,0,,,C61D23,FFFFFF,,,
2740,2740,Ericeira (Terminal) - Lisboa (Campo Grande) via A8,2740_0,42,Ericeira (Terminal),Lisboa (C. Grande),2740,Ericeira (Terminal) - Lisboa (C. Grande) via A8,,,3,"",1,0,,,FDB71A,FFFFFF,,,
2740,2740,Ericeira (Terminal) - Lisboa (Campo Grande) via A8,2740_1,42,Ericeira (Terminal),Lisboa (C. Grande),2740,Ericeira (Terminal) - Lisboa (C. Grande) via A8 e Ericeira (Centro),,,3,"",3,0,,,FDB71A,FFFFFF,,,
2740,2740,Ericeira (Terminal) - Lisboa (Campo Grande) via A8,2740_2,42,Lisboa (C. Grande),Ericeira (Terminal),2740,Lisboa (C. Grande) - Ericeira (Terminal) via Ericeira (Centro) A8,,,3,"",3,0,,,FDB71A,FFFFFF,,,
2741,2741,Ericeira (Terminal) - Lisboa (Campo Grande) via Freixeira e A8,2741_0,42,Ericeira (Terminal),Lisboa (C. Grande),2741,Ericeira (Terminal) - Lisboa (C. Grande) via Freixeira e A8,,,3,"",1,0,,,FDB71A,FFFFFF,,,
2741,2741,Ericeira (Terminal) - Lisboa (Campo Grande) via Freixeira e A8,2741_1,42,Ericeira (Terminal),Lisboa (C. Grande),2741,Ericeira (Terminal) - Lisboa (C. Grande) via Ericeira (Centro) Freixeira e A8,,,3,"",3,0,,,FDB71A,FFFFFF,,,
2742,2742,Lisboa (Campo Grande) - Mafra (Terminal),2742_0,42,Lisboa (C. Grande),Mafra (Terminal),2742,Lisboa (C. Grande) - Mafra (Terminal),,,3,"",1,0,,,FDB71A,FFFFFF,,,
2742,2742,Lisboa (Campo Grande) - Mafra (Terminal),2742_1,42,,Lisboa (C. Grande),2742,Malveira - Lisboa (C. Grande),,,3,"",3,0,,,FDB71A,FFFFFF,,,
2743,2743,Lisboa (Campo Grande) - Póvoa da Galega via A8 e Sete Casas,2743_0,42,Lisboa (C. Grande),Póvoa da Galega,2743,Lisboa (C. Grande) - Póvoa da Galega via A8 e Sete Casas,,,3,"",1,0,,,C61D23,FFFFFF,,,
2744,2744,Lisboa (Campo Grande) - Póvoa da Galega via A8 Lousa e Freixeira,2744_0,42,Lisboa (C. Grande),Póvoa da Galega,2744,Lisboa (C. Grande) - Póvoa da Galega via A8 Lousa e Freixeira,,,3,"",1,0,,,FDB71A,FFFFFF,,,
2745,2745,Póvoa da Galega - Lisboa (Campo Grande) via Murteira,2745_0,42,Póvoa da Galega,Campo Grande,2745,Póvoa da Galega - Lisboa (C. Grande) via Murteira,,,3,"",1,0,,,C61D23,FFFFFF,,,
2745,2745,Póvoa da Galega - Lisboa (Campo Grande) via Murteira,2745_1,42,Cabeço de Montachique,Campo Grande,2745,Cabeço de Montachique - Lisboa (C. Grande) via Murteira,,,3,"",3,0,,,C61D23,FFFFFF,,,
2746,2746,Lisboa (Campo Grande) - Venda do Pinheiro via Milharado e A8 Lousa,2746_0,42,Lisboa (C. Grande),Venda do Pinheiro,2746,Lisboa (C. Grande) - Venda do Pinheiro via Milharado e A8 Lousa,,,3,"",1,0,,,FDB71A,FFFFFF,,,
2750,2750,Bucelas - Lisboa (Campo Grande) via Cabeço de Montachique e Odivelas (Metro),2750_0,42,,,2750,Bucelas - Lisboa (C. Grande) via Cabeço de Montachique e Odivelas (Metro),,,3,"",1,0,,,C61D23,FFFFFF,,,
2751,2751,Ericeira (Terminal) - Lisboa (Campo Grande),2751_0,42,Ericeira (Terminal),Lisboa (C. Grande),2751,Ericeira (Terminal) - Lisboa (C. Grande),,,3,"",1,0,,,C61D23,FFFFFF,,,
2751,2751,Ericeira (Terminal) - Lisboa (Campo Grande),2751_1,42,Ericeira (Terminal),Lisboa (C. Grande),2751,Ericeira (Terminal) - Lisboa (C. Grande) via Ericeira (Centro),,,3,"",3,0,,,C61D23,FFFFFF,,,
2752,2752,Lisboa (Campo Grande) - Malveira (Terminal),2752_0,42,Lisboa (C. Grande),Malveira (Terminal),2752,Lisboa (C. Grande) - Malveira (Terminal),,,3,"",1,0,,,C61D23,FFFFFF,,,
2753,2753,Lisboa (Campo Grande) - Milharado (CASO) via Lousa,2753_0,42,Lisboa (C. Grande),Milharado,2753,Lisboa (C. Grande) - Milharado (CASO) via Lousa,,,3,"",1,0,,,C61D23,FFFFFF,,,
2754,2754,Lisboa (Campo Grande) - Póvoa da Galega via Guerreiros e Lousa,2754_0,42,Lisboa (C. Grande),Póvoa da Galega,2754,Lisboa (C. Grande) - Póvoa da Galega via Guerreiros e Lousa,,,3,"",1,0,,,C61D23,FFFFFF,,,
2754,2754,Lisboa (Campo Grande) - Póvoa da Galega via Guerreiros e Lousa,2754_1,42,Póvoa da Galega,Loures (C.Saúde),2754,Póvoa da Galega - Loures (Centro Saúde) via Lousa e Guerreiros,,,3,"",3,0,,,C61D23,FFFFFF,,,
2754,2754,Lisboa (Campo Grande) - Póvoa da Galega via Guerreiros e Lousa,2754_2,42,Lisboa (C. Grande),Póvoa da Galega,2754,Lisboa (C. Grande) - Póvoa da Galega via Lumiar e Guerreiros,,,3,"",3,0,,,C61D23,FFFFFF,,,
2755,2755,Lisboa (Campo Grande) - Póvoa da Galega via Casais do Forno,2755_0,42,Lisboa (C. Grande),Póvoa da Galega,2755,Lisboa (C. Grande) - Póvoa da Galega via Casais do Forno,,,3,"",1,0,,,C61D23,FFFFFF,,,
2756,2756,Lisboa (Campo Grande) - Póvoa da Galega via Urbanização do Almirante,2756_0,42,Lisboa (C. Grande),Póvoa da Galega,2756,Lisboa (C. Grande) - Póvoa da Galega via Urbanização do Almirante,,,3,"",1,0,,,C61D23,FFFFFF,,,
2756,2756,Lisboa (Campo Grande) - Póvoa da Galega via Urbanização do Almirante,2756_1,42,Póvoa da Galega,Campo Grande,2756,Póvoa da Galega - Lisboa (C. Grande) via Urbanização do Almirante e Lumiar,,,3,"",3,0,,,C61D23,FFFFFF,,,
2758,2758,Lisboa (Campo Grande) - Mafra (Terminal),2758_0,42,Lisboa (C. Grande),Mafra (Terminal),2758,Lisboa (C. Grande) - Mafra (Terminal) via Loures,,,3,"",1,0,,,C61D23,FFFFFF,,,
2759,2759,Guerreiros - Lisboa via A8,2759_0,42,,lisboa,2759,Guerreiros - Lisboa via A8,,,3,"",1,0,,,C61D23,FFFFFF,,,
2761,2761,Bucelas - Lisboa (Campo Grande) via Cabeço de Montachique e Ramada,2761_0,42,,,2761,Bucelas - Lisboa (C. Grande) via Cabeço de Montachique e Ramada,,,3,"",1,0,,,C61D23,FFFFFF,,,
2762,2762,Bucelas - Lisboa (Campo Grande) via Ribas,2762_0,42,,,2762,Bucelas - Lisboa (C. Grande) via Ribas e A8 Frielas,,,3,"",1,0,,,C61D23,FFFFFF,,,
2764,2764,Bucelas - Lisboa (Campo Grande) via Lumiar,2764_0,42,Bucelas,Campo Grande,2764,Bucelas - Lisboa (C. Grande),,,3,"",1,0,,,C61D23,FFFFFF,,,
2765,2765,Cabeço de Montachique - Lisboa (Campo Grande),2765_0,42,Cabeço de Montachique,Campo Grande,2765,Cabeço de Montachique - Lisboa (C. Grande),,,3,"",1,0,,,C61D23,FFFFFF,,,
2765,2765,Cabeço de Montachique - Lisboa (Campo Grande),2765_1,42,Lisboa (C. Grande),Campo Grande,2765,Lisboa (C. Grande) - Cabeço de Montachique via Palhais,,,3,"",3,0,,,C61D23,FFFFFF,,,
2768,2768,Bairro da Paradela - Lisboa (Campo Grande),2768_0,42,,Campo Grande,2768,Bairro da Paradela - Lisboa (C. Grande),,,3,"",1,0,,,C61D23,FFFFFF,,,
2769,2769,Lisboa (Campo Grande) - Santo António dos Cavaleiros via Cidade Nova,2769_0,42,,Cidade Nova,2769,Lisboa (C. Grande) - Sto António Cavaleiros via Cidade Nova,,,3,"",1,0,,,C61D23,FFFFFF,,,
2770,2770,Lisboa (Campo Grande) - Santo António dos Cavaleiros via Lumiar e Cidade Nova,2770_0,42,,Sto António Cavaleiros,2770,Lisboa (C. Grande) - Sto António Cavaleiros via Lumiar e Cidade Nova,,,3,"",1,0,,,C61D23,FFFFFF,,,
2772,2772,Lisboa (Campo Grande) - Torres da Bela Vista via Lumiar,2772_0,42,,Torres da Bela Vista,2772,Lisboa (C. Grande) - Torres da Bela Vista via Lumiar,,,3,"",1,0,,,C61D23,FFFFFF,,,
2772,2772,Lisboa (Campo Grande) - Torres da Bela Vista via Lumiar,2772_1,42,,Torres da Bela Vista,2772,Lisboa (C. Grande) - Torres da Bela Vista via Lumiar e C.Comercial,,,3,"",3,0,,,C61D23,FFFFFF,,,
2774,2774,Frielas - Lisboa (Campo Grande),2774_0,42,,Campo Grande,2774,Frielas - Lisboa (C. Grande),,,3,"",1,0,,,C61D23,FFFFFF,,,
2776,2776,Guerreiros - Lisboa (Campo Grande),2776_0,42,Guerreiros,Campo Grande,2776,Guerreiros - Lisboa (C. Grande),,,3,"",1,0,,,C61D23,FFFFFF,,,
2776,2776,Guerreiros - Lisboa (Campo Grande),2776_1,42,Guerreiros,Campo Grande,2776,Guerreiros - Lisboa (C. Grande) via Lumiar,,,3,"",3,0,,,C61D23,FFFFFF,,,
2780,2780,Loures (Centro Comercial) - Pontinha (Metro),2780_0,42,,Pontinha (Metro),2780,Loures (C.Comercial) - Pontinha (Metro),,,3,"",1,0,,,C61D23,FFFFFF,,,
2781,2781,Loures (Centro Comercial) - Pontinha (Metro) via Ramada,2781_0,42,,Pontinha (Metro),2781,Loures (C.Comercial) - Pontinha (Metro) via Ramada,,,3,"",1,0,,,C61D23,FFFFFF,,,
2781,2781,Loures (Centro Comercial) - Pontinha (Metro) via Ramada,2781_1,42,,Pontinha (Metro),2781,Loures (C.Comercial) - Pontinha (Metro) via Serra da Amoreira,,,3,"",3,0,,,C61D23,FFFFFF,,,
2782,2782,Bucelas - Lisboa (Campo Grande) via Ribas e Manjoeira,2782_0,42,,,2782,Bucelas - Lisboa (C.Grande) via Ribas e Manjoeira,,,3,"",1,0,,,C61D23,FFFFFF,,,
2785,2785,Covas de Ferro - Lisboa (Campo Grande),2785_0,42,Covas de Ferro,Campo Grande,2785,Covas de Ferro - Lisboa (C. Grande),,,3,"",1,0,,,C61D23,FFFFFF,,,
2785,2785,Covas de Ferro - Lisboa (Campo Grande),2785_1,42,A-dos-Cãos,Campo Grande,2785,A-Dos-Cãos - Lisboa (C. Grande),,,3,"",3,0,,,C61D23,FFFFFF,,,
2790,2790,Alverca (Estação) - Lisboa (Areeiro),2790_0,42,Alverca(Est),Areeiro,2790,Alverca(Est) - Areeiro,,,3,"",1,0,,,C61D23,FFFFFF,,,
2792,2792,Arcena - Lisboa (Estação do Oriente),2792_0,42,Arcena,Estação Oriente,2792,Arcena - Estação Oriente,,,3,"",1,0,,,C61D23,FFFFFF,,,
2792,2792,Arcena - Lisboa (Estação do Oriente),2792_1,42,Arcena,Estação Oriente,2792,Arcena - Estação Oriente via A1,,,3,"",3,0,,,C61D23,FFFFFF,,,
2793,2793,Lisboa (Campo Grande) - Quinta da Piedade via EN10,2793_0,42,,Quinta Piedade,2793,Campo Grande - Quinta Piedade,,,3,"",1,0,,,C61D23,FFFFFF,,,
2794,2794,Forte da Casa (Largo) - Lisboa (Estação do Oriente),2794_0,42,F. Casa(Lgo),Estação Oriente,2794,F. Casa(Lgo) - Estação Oriente,,,3,"",1,0,,,C61D23,FFFFFF,,,
2795,2795,Lisboa (Campo Grande) - Santa Iria da Azóia,2795_0,42,,Pirescoxe,2795,Campo Grande - Santa Iria,,,3,"",1,0,,,C61D23,FFFFFF,,,
2796,2796,Lisboa (Campo Grande) - Vialonga via Infantado,2796_0,42,Lisboa (C. Grande),Vialonga,2796,Lisboa (C. Grande) - Vialonga via Infantado,,,3,"",1,0,,,C61D23,FFFFFF,,,
2796,2796,Lisboa (Campo Grande) - Vialonga via Infantado,2796_1,42,Lisboa (C. Grande),Vialonga,2796,Lisboa (C. Grande) - Vialonga via Infantado e MARL,,,3,"",3,0,,,C61D23,FFFFFF,,,
2797,2797,Lisboa (Campo Grande) - Vialonga via A8,2797_0,42,Vialonga,Campo Grande,2797,Vialonga - Lisboa (C. Grande) via A8,,,3,"",1,0,,,C61D23,FFFFFF,,,
2797,2797,Lisboa (Campo Grande) - Vialonga via A8,2797_1,42,Lisboa (C. Grande),Vialonga,2797,Lisboa (C. Grande) - Vialonga via A8 e A9,,,3,"",3,0,,,C61D23,FFFFFF,,,
2797,2797,Lisboa (Campo Grande) - Vialonga via A8,2797_2,42,Lisboa (C. Grande),Vialonga,2797,Lisboa (C. Grande) - Vialonga via A8 A9 e MARL,,,3,"",3,0,,,C61D23,FFFFFF,,,
2801,2801,Ericeira (Terminal) - Lisboa (Campo Grande) via A21/A8,2801_0,42,Ericeira (Terminal),Lisboa (C. Grande),2801,Ericeira (Terminal) - Lisboa (C. Grande) via A21/A8,,,3,"",1,0,,,FDB71A,FFFFFF,,,
2801,2801,Ericeira (Terminal) - Lisboa (Campo Grande) via A21/A8,2801_1,42,Ericeira (Terminal),Lisboa (C. Grande),2801,Ericeira (Terminal) - Lisboa (C. Grande) via Ericeira (Centro) e A21/A8,,,3,"",3,0,,,FDB71A,FFFFFF,,,
2801,2801,Ericeira (Terminal) - Lisboa (Campo Grande) via A21/A8,2801_2,42,Ericeira (Terminal),Lisboa (C. Grande),2801,Ericeira (Terminal) - Lisboa (C. Grande) via Ericeira (Centro) e A21/,,,3,"",3,0,,,FDB71A,FFFFFF,,,
2802,2802,Lisboa (Campo Grande) - Mafra (Terminal) via A21,2802_0,42,Lisboa (C. Grande),Mafra (Terminal),2802,Lisboa (C. Grande) - Mafra (Terminal) via A21,,,3,"",1,0,,,FDB71A,FFFFFF,,,
2803,2803,Ericeira (Terminal) - Lisboa (Campo Grande) via Mafra e A21/A8,2803_0,42,Ericeira (Terminal),Lisboa (C. Grande),2803,Ericeira (Terminal) - Lisboa (C. Grande) via Mafra e A21/A8,,,3,"",1,0,,,FDB71A,FFFFFF,,,
2803,2803,Ericeira (Terminal) - Lisboa (Campo Grande) via Mafra e A21/A8,2803_1,42,Ericeira (Terminal),Lisboa (C. Grande),2803,Ericeira (Terminal) - Lisboa (C. Grande) via Ericeira (Centro) Mafra e A21/A8 ,,,3,"",3,0,,,FDB71A,FFFFFF,,,
2804,2804,Mafra - Lisboa (Campo Grande) via A8,2804_0,42,Mafra,Mafra (Terminal),2804,Lisboa (C. Grande) - Mafra via A8,,,3,"",1,0,,,FDB71A,FFFFFF,,,
2804,2804,Mafra - Lisboa (Campo Grande) via A8,2804_1,42,Lisboa (C. Grande),Mafra (Quinta das Pevides),2804,Lisboa (C. Grande) - Mafra (Quinta das Pevides) via A8 ,,,3,"",3,0,,,FDB71A,FFFFFF,,,
2804,2804,Mafra - Lisboa (Campo Grande) via A8,2804_2,42,,Malveira (Terminal),2804,Lisboa (C. Grande) - Malveira (Terminal) via A8,,,3,"",3,0,,,FDB71A,FFFFFF,,,
2805,2805,Encarnação - Lisboa (Campo Grande),2805_0,42,Encarnação,Lisboa (C. Grande),2805,Encarnação - Lisboa (C. Grande),,,3,"",1,0,,,FDB71A,FFFFFF,,,
2806,2806,Lisboa (Campo Grande) - Livramento,2806_0,42,Lisboa (C. Grande),Livramento,2806,Lisboa (C. Grande) - Livramento,,,3,"",1,0,,,FDB71A,FFFFFF,,,
2807,2807,Lisboa (Campo Grande) - Zambujal via Mafra,2807_0,42,Lisboa (C. Grande),"Zambujal, via Mafra",2807,Lisboa (C. Grande) - Zambujal via Mafra,,,3,"",1,0,,,FDB71A,FFFFFF,,,
2810,2810,Arroja - Lisboa (Campo Grande),2810_0,42,,Campo Grande,2810,Arroja - Lisboa (C. Grande),,,3,"",1,0,,,C61D23,FFFFFF,,,
2811,2811,Caneças (Bairro do Monte Verde) - Lisboa (Colégio Militar),2811_0,42,,Colégio Militar,2811,Caneças (Bairro do Monte Verde) - Lisboa (C. Militar),,,3,"",1,0,,,C61D23,FFFFFF,,,
2812,2812,Caneças (Escola Secundária) - Lisboa (Campo Grande) via Senhor Roubado (Metro),2812_0,42,,Campo Grande,2812,Caneças (Esc. Secundária) - Lisboa (C. Grande) via Sr. Roubado (Metro),,,3,"",1,0,,,C61D23,FFFFFF,,,
2813,2813,Caneças - Lisboa (Colégio Militar),2813_0,42,,Colégio Militar,2813,Caneças - Lisboa (C. Militar),,,3,"",1,0,,,C61D23,FFFFFF,,,
2814,2814,Casal Novo - Pontinha (Metro),2814_0,42,,Pontinha (Metro),2814,Casal Novo - Pontinha (Metro),,,3,"",1,0,,,C61D23,FFFFFF,,,
2816,2816,Lisboa (Campo Grande) - Ramada (Bairro dos Bons Dias),2816_0,42,,Bons Dias,2816,Lisboa (C. Grande) - Ramada (Bairro Bons Dias),,,3,"",1,0,,,C61D23,FFFFFF,,,
