route_id,pattern_id,pattern_short_name,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,start_shift_id,end_shift_id,shape_id,wheelchair_accessible,bikes_allowed,demand
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_0630_0659_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU150,EU150,EU150,3001_0_1,,,4
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_0700_0729_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU150,EU150,EU150,3001_0_1,,,5
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_0730_0759_1_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU78,EU78,EU78,3001_0_1,,,6
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_0830_0859_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU78,EU78,EU78,3001_0_1,,,5
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_0900_0929_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU235,EU235,EU235,3001_0_1,,,8
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_0930_0959_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU219,EU219,EU219,3001_0_1,,,4
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_0930_0959_1_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU235,EU235,EU235,3001_0_1,,,8
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1000_1029_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU219,EU219,EU219,3001_0_1,,,6
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1030_1059_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU114,EU114,EU114,3001_0_1,,,7
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1100_1129_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU283,EU283,EU283,3001_0_1,,,8
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1130_1159_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU78,EU78,EU78,3001_0_1,,,11
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1200_1229_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU60,EU60,EU60,3001_0_1,,,13
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1230_1259_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU78,EU78,EU78,3001_0_1,,,14
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1300_1329_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU60,EU60,EU60,3001_0_1,,,9
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1330_1359_1_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU210,EU210,EU210,3001_0_1,,,20
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1400_1429_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU78,EU78,EU78,3001_0_1,,,11
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1430_1459_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU219,EU219,EU219,3001_0_1,,,11
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1430_1459_1_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU62,EU62,EU62,3001_0_1,,,11
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1500_1529_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU219,EU219,EU219,3001_0_1,,,14
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1530_1559_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU62,EU62,EU62,3001_0_1,,,15
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1600_1629_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU261,EU261,EU261,3001_0_1,,,16
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1630_1659_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU219,EU219,EU219,3001_0_1,,,15
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1700_1729_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU261,EU261,EU261,3001_0_1,,,11
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1730_1759_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU219,EU219,EU219,3001_0_1,,,11
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1730_1759_1_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU261,EU261,EU261,3001_0_1,,,13
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1830_1859_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU261,EU261,EU261,3001_0_1,,,13
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1900_1929_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU261,EU261,EU261,3001_0_1,,,8
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_1930_1959_1_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU261,EU261,EU261,3001_0_1,,,3
3001_0,3001_0_1,Cacilhas (Terminal),ESC_DU,3001_0_1_2030_2059_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU261,EU261,EU261,3001_0_1,,,2
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_0630_0659_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU150,EU150,EU150,3001_0_2,,,2
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_0730_0759_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU78,EU78,EU78,3001_0_2,,,5
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_0800_0829_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU78,EU78,EU78,3001_0_2,,,6
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_0830_0859_1_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU235,EU235,EU235,3001_0_2,,,8
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_0900_0929_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU219,EU219,EU219,3001_0_2,,,8
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_0930_0959_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU235,EU235,EU235,3001_0_2,,,10
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_0930_0959_1_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU219,EU219,EU219,3001_0_2,,,10
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1000_1029_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU114,EU114,EU114,3001_0_2,,,14
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1030_1059_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU283,EU283,EU283,3001_0_2,,,19
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1100_1129_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU78,EU78,EU78,3001_0_2,,,23
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1130_1159_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU60,EU60,EU60,3001_0_2,,,19
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1200_1229_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU78,EU78,EU78,3001_0_2,,,22
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1230_1259_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU60,EU60,EU60,3001_0_2,,,15
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1300_1329_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU78,EU78,EU78,3001_0_2,,,17
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1330_1359_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU210,EU210,EU210,3001_0_2,,,11
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1400_1429_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU219,EU219,EU219,3001_0_2,,,19
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1430_1459_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU62,EU62,EU62,3001_0_2,,,14
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1430_1459_1_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU219,EU219,EU219,3001_0_2,,,13
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1500_1529_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU62,EU62,EU62,3001_0_2,,,16
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1530_1559_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU219,EU219,EU219,3001_0_2,,,19
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1600_1629_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU219,EU219,EU219,3001_0_2,,,21
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1630_1659_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU261,EU261,EU261,3001_0_2,,,21
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1700_1729_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU219,EU219,EU219,3001_0_2,,,22
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1730_1759_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU261,EU261,EU261,3001_0_2,,,17
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1730_1759_1_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU219,EU219,EU219,3001_0_2,,,14
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1800_1829_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU261,EU261,EU261,3001_0_2,,,15
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1830_1859_1_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU261,EU261,EU261,3001_0_2,,,13
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_1930_1959_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU261,EU261,EU261,3001_0_2,,,10
3001_0,3001_0_2,Almada (Cristo Rei),ESC_DU,3001_0_2_2000_2029_0_ESC_DU,Almada (Cristo Rei),,1,ESC_DU_EU261,EU261,EU261,3001_0_2,,,7
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_0530_0559_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU26,EU26,EU26,3003_0_1,,,14
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_0530_0559_1_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU18,EU18,EU18,3003_0_1,,,20
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_0630_0659_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU9,EU9,EU9,3003_0_1,,,26
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_0700_0729_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU23,EU23,EU23,3003_0_1,,,27
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_0730_0759_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU76,EU76,EU76,3003_0_1,,,33
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_0800_0829_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU121,EU121,EU121,3003_0_1,,,22
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_0830_0859_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU29,EU29,EU29,3003_0_1,,,24
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_0900_0929_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU163,EU163,EU163,3003_0_1,,,20
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_0930_0959_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU75,EU75,EU75,3003_0_1,,,16
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_1000_1029_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU3,EU3,EU3,3003_0_1,,,23
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_1100_1129_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU127,EU127,EU127,3003_0_1,,,30
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_1200_1229_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU68,EU68,EU68,3003_0_1,,,26
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_1300_1329_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU237,EU237,EU237,3003_0_1,,,25
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_1400_1429_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU165,EU165,EU165,3003_0_1,,,26
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_1500_1529_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU196,EU196,EU196,3003_0_1,,,35
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_1600_1629_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU10,EU10,EU10,3003_0_1,,,38
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_1700_1729_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU213,EU213,EU213,3003_0_1,,,42
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_1730_1759_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU83,EU83,EU83,3003_0_1,,,30
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_1800_1829_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU204,EU204,EU204,3003_0_1,,,34
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_1830_1859_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU47,EU47,EU47,3003_0_1,,,25
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_1900_1929_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU34,EU34,EU34,3003_0_1,,,27
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_1930_1959_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU29,EU29,EU29,3003_0_1,,,18
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_2000_2029_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU146,EU146,EU146,3003_0_1,,,26
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_2030_2059_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU1,EU1,EU1,3003_0_1,,,20
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_2100_2129_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU215,EU215,EU215,3003_0_1,,,16
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_2130_2159_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU239,EU239,EU239,3003_0_1,,,16
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_2200_2229_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU70,EU70,EU70,3003_0_1,,,24
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_2230_2259_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU164,EU164,EU164,3003_0_1,,,14
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_2330_2359_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU11,EU11,EU11,3003_0_1,,,15
3003_0,3003_0_1,Cacilhas (Terminal),ESC_DU,3003_0_1_2430_2459_0_ESC_DU,Cacilhas (Terminal),,0,ESC_DU_EU232,EU232,EU232,3003_0_1,,,5
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_0500_0529_0_ESC_DU,Almada Forum,,1,ESC_DU_EU18,EU18,EU18,3003_0_2,,,8
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_0600_0629_0_ESC_DU,Almada Forum,,1,ESC_DU_EU9,EU9,EU9,3003_0_2,,,2
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_0630_0659_0_ESC_DU,Almada Forum,,1,ESC_DU_EU23,EU23,EU23,3003_0_2,,,7
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_0700_0729_0_ESC_DU,Almada Forum,,1,ESC_DU_EU85,EU85,EU85,3003_0_2,,,5
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_0730_0759_0_ESC_DU,Almada Forum,,1,ESC_DU_EU23,EU23,EU23,3003_0_2,,,11
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_0800_0829_0_ESC_DU,Almada Forum,,1,ESC_DU_EU29,EU29,EU29,3003_0_2,,,10
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_0830_0859_0_ESC_DU,Almada Forum,,1,ESC_DU_EU163,EU163,EU163,3003_0_2,,,18
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_0900_0929_0_ESC_DU,Almada Forum,,1,ESC_DU_EU75,EU75,EU75,3003_0_2,,,25
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_0930_0959_0_ESC_DU,Almada Forum,,1,ESC_DU_EU275,EU275,EU275,3003_0_2,,,30
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_1030_1059_0_ESC_DU,Almada Forum,,1,ESC_DU_EU50,EU50,EU50,3003_0_2,,,38
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_1130_1159_0_ESC_DU,Almada Forum,,1,ESC_DU_EU288,EU288,EU288,3003_0_2,,,43
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_1230_1259_0_ESC_DU,Almada Forum,,1,ESC_DU_EU164,EU164,EU164,3003_0_2,,,42
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_1330_1359_0_ESC_DU,Almada Forum,,1,ESC_DU_EU257,EU257,EU257,3003_0_2,,,64
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_1430_1459_0_ESC_DU,Almada Forum,,1,ESC_DU_EU35,EU35,EU35,3003_0_2,,,47
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_1530_1559_0_ESC_DU,Almada Forum,,1,ESC_DU_EU70,EU70,EU70,3003_0_2,,,56
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_1630_1659_0_ESC_DU,Almada Forum,,1,ESC_DU_EU124,EU124,EU124,3003_0_2,,,56
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_1700_1729_0_ESC_DU,Almada Forum,,1,ESC_DU_EU127,EU127,EU127,3003_0_2,,,50
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_1730_1759_0_ESC_DU,Almada Forum,,1,ESC_DU_EU121,EU121,EU121,3003_0_2,,,50
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_1800_1829_0_ESC_DU,Almada Forum,,1,ESC_DU_EU71,EU71,EU71,3003_0_2,,,55
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_1830_1859_0_ESC_DU,Almada Forum,,1,ESC_DU_EU38,EU38,EU38,3003_0_2,,,51
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_1900_1929_0_ESC_DU,Almada Forum,,1,ESC_DU_EU186,EU186,EU186,3003_0_2,,,38
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_1930_1959_0_ESC_DU,Almada Forum,,1,ESC_DU_EU146,EU146,EU146,3003_0_2,,,39
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_2000_2029_0_ESC_DU,Almada Forum,,1,ESC_DU_EU127,EU127,EU127,3003_0_2,,,35
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_2030_2059_0_ESC_DU,Almada Forum,,1,ESC_DU_EU215,EU215,EU215,3003_0_2,,,17
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_2100_2129_0_ESC_DU,Almada Forum,,1,ESC_DU_EU239,EU239,EU239,3003_0_2,,,18
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_2130_2159_0_ESC_DU,Almada Forum,,1,ESC_DU_EU70,EU70,EU70,3003_0_2,,,23
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_2200_2229_0_ESC_DU,Almada Forum,,1,ESC_DU_EU164,EU164,EU164,3003_0_2,,,15
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_2300_2329_0_ESC_DU,Almada Forum,,1,ESC_DU_EU11,EU11,EU11,3003_0_2,,,17
3003_0,3003_0_2,Almada Forum,ESC_DU,3003_0_2_2400_2429_0_ESC_DU,Almada Forum,,1,ESC_DU_EU239,EU239,EU239,3003_0_2,,,20
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_0600_0629_0_ESC_DU,Marisol,,0,ESC_DU_EU76,EU76,EU76,3004_0_1,,,2
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_0700_0729_0_ESC_DU,Marisol,,0,ESC_DU_EU27,EU27,EU27,3004_0_1,,,7
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_0730_0759_0_ESC_DU,Marisol,,0,ESC_DU_EU45,EU45,EU45,3004_0_1,,,13
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_0800_0829_0_ESC_DU,Marisol,,0,ESC_DU_EU115,EU115,EU115,3004_0_1,,,10
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_0830_0859_0_ESC_DU,Marisol,,0,ESC_DU_EU120,EU120,EU120,3004_0_1,,,15
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_0900_0929_0_ESC_DU,Marisol,,0,ESC_DU_EU27,EU27,EU27,3004_0_1,,,8
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_0930_0959_0_ESC_DU,Marisol,,0,ESC_DU_EU45,EU45,EU45,3004_0_1,,,10
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_1030_1059_0_ESC_DU,Marisol,,0,ESC_DU_EU204,EU204,EU204,3004_0_1,,,16
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_1130_1159_0_ESC_DU,Marisol,,0,ESC_DU_EU70,EU70,EU70,3004_0_1,,,21
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_1230_1259_0_ESC_DU,Marisol,,0,ESC_DU_EU124,EU124,EU124,3004_0_1,,,15
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_1330_1359_0_ESC_DU,Marisol,,0,ESC_DU_EU217,EU217,EU217,3004_0_1,,,49
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_1430_1459_0_ESC_DU,Marisol,,0,ESC_DU_EU56,EU56,EU56,3004_0_1,,,27
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_1530_1559_0_ESC_DU,Marisol,,0,ESC_DU_EU23,EU23,EU23,3004_0_1,,,33
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_1630_1659_0_ESC_DU,Marisol,,0,ESC_DU_EU47,EU47,EU47,3004_0_1,,,56
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_1700_1729_0_ESC_DU,Marisol,,0,ESC_DU_EU149,EU149,EU149,3004_0_1,,,31
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_1730_1759_0_ESC_DU,Marisol,,0,ESC_DU_EU205,EU205,EU205,3004_0_1,,,25
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_1800_1829_0_ESC_DU,Marisol,,0,ESC_DU_EU23,EU23,EU23,3004_0_1,,,21
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_1800_1829_1_ESC_DU,Marisol,,0,ESC_DU_EU185,EU185,EU185,3004_0_1,,,26
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_1830_1859_0_ESC_DU,Marisol,,0,ESC_DU_EU149,EU149,EU149,3004_0_1,,,11
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_1900_1929_0_ESC_DU,Marisol,,0,ESC_DU_EU205,EU205,EU205,3004_0_1,,,10
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_1930_1959_0_ESC_DU,Marisol,,0,ESC_DU_EU23,EU23,EU23,3004_0_1,,,6
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_2000_2029_0_ESC_DU,Marisol,,0,ESC_DU_EU287,EU287,EU287,3004_0_1,,,8
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_2130_2159_0_ESC_DU,Marisol,,0,ESC_DU_EU37,EU37,EU37,3004_0_1,,,6
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_2200_2229_0_ESC_DU,Marisol,,0,ESC_DU_EU22,EU22,EU22,3004_0_1,,,7
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_2300_2329_0_ESC_DU,Marisol,,0,ESC_DU_EU37,EU37,EU37,3004_0_1,,,7
3004_0,3004_0_1,Marisol,ESC_DU,3004_0_1_2400_2429_0_ESC_DU,Marisol,,0,ESC_DU_EU247,EU247,EU247,3004_0_1,,,4
3004_0,3004_0_2,Almada Forum,ESC_DU,3004_0_2_0600_0629_0_ESC_DU,Almada Forum,,1,ESC_DU_EU66,EU66,EU66,3004_0_2,,,4
3004_0,3004_0_2,Almada Forum,ESC_DU,3004_0_2_0630_0659_0_ESC_DU,Almada Forum,,1,ESC_DU_EU76,EU76,EU76,3004_0_2,,,4
3004_0,3004_0_2,Almada Forum,ESC_DU,3004_0_2_0700_0729_0_ESC_DU,Almada Forum,,1,ESC_DU_EU232,EU232,EU232,3004_0_2,,,9
3004_0,3004_0_2,Almada Forum,ESC_DU,3004_0_2_0730_0759_0_ESC_DU,Almada Forum,,1,ESC_DU_EU250,EU250,EU250,3004_0_2,,,43
3004_0,3004_0_2,Almada Forum,ESC_DU,3004_0_2_0800_0829_0_ESC_DU,Almada Forum,,1,ESC_DU_EU27,EU27,EU27,3004_0_2,,,39
3004_0,3004_0_2,Almada Forum,ESC_DU,3004_0_2_0830_0859_0_ESC_DU,Almada Forum,,1,ESC_DU_EU45,EU45,EU45,3004_0_2,,,20
