line_id,line_short_name,line_long_name,route_id,agency_id,route_origin,route_destination,route_short_name,route_long_name,route_desc,route_remarks,route_type,contract,path_type,circular,school,route_url,route_color,route_text_color,route_sort_order,continuous_pickup,continuous_drop_off
3523,3523,Fonte da Telha - Paio Pires (Quinta Flamância) via Seixal (Terminal Fluvial) e Foros de Amora (Estação),3523_0,43,FONTE TELHA (PRAIA),PAIO PIRES (QTA FLAMÂNCIA)R GEN H DEL 34,3523,Fonte da Telha - Paio Pires (Quinta Flamância) via Seixal (Terminal Fluvial) e Foros de Amora (Estação),,,3,,1,0,,,C61D23,FFFFFF,,1,1
3523,3523,Fonte da Telha - Paio Pires (Quinta Flamância) via Seixal (Terminal Fluvial) e Foros de Amora (Estação),3523_1,43,FONTE TELHA (PRAIA),PAIO PIRES (QTA FLAMÂNCIA)R GEN H DEL 34,3523,Aroeira - Paio Pires (Quinta Flamância) via Seixal (Terminal Fluvial) e Foros de Amora (Estação),,,3,,3,0,,,C61D23,FFFFFF,,1,1
3524,3524,Hospital Garcia de Orta - Marisol,3524_0,43,PRAGAL (AVª TORRADO SILVA) FTE HOSPITAL G ORTA,MARISOL (R VIEIRA LUSITANO 36) TERMINAL,3524,Hospital Garcia de Orta - Marisol,,,3,,1,0,,,C61D23,FFFFFF,,1,1
3525,3525,Hospital Garcia de Orta - Miratejo,3525_0,43,PRAGAL (ESTR CASQUILHO) Bº MATADOURO,MIRATEJO ALAMEDA 25 ABRIL 11 (ROTUNDA),3525,Hospital Garcia de Orta - Miratejo,,,3,,1,0,,,C61D23,FFFFFF,,1,1
3526,3526,Laranjeiro - Pinheirinho,3526_0,43,LARANJEIRO (R D DUARTE 14A) MESQUITA,PINHEIRINHO (R CIDADE M DOURO LTE 79),3526,Laranjeiro - Pinheirinho,,,3,,1,0,,,C61D23,FFFFFF,,1,1
3526,3526,Laranjeiro - Pinheirinho,3526_1,43,LARANJEIRO (R D DUARTE 14A) MESQUITA,PINHEIRINHO (R CIDADE M DOURO LTE 79),3526,Laranjeiro - Pinheirinho (Via Sta Marta do Pinhal),,,3,,3,0,,,C61D23,FFFFFF,,1,1
3527,3527,Monte de Caparica (FCT) - Paio Pires (Bairro Cucena),3527_0,43,MONTE CAPARICA (FCT) ROTUNDA,PAIO PIRES (X) Bº CUCENA (R DESEMBARG),3527,Monte de Caparica (FCT) - Paio Pires (Bairro Cucena),,,3,,1,0,,,C61D23,FFFFFF,,1,1
3527,3527,Monte de Caparica (FCT) - Paio Pires (Bairro Cucena),3527_1,43,MONTE CAPARICA (FCT) ROTUNDA,PAIO PIRES (X) Bº CUCENA (R DESEMBARG),3527,Monte de Caparica (FCT) - Paio Pires (Centro),,,3,,3,0,,,C61D23,FFFFFF,,1,1
3535,3535,Cacilhas (Terminal) - Quinta do Conde,3535_0,43,Cacilhas (Terminal) P10,QTA CONDE (R RIO TEJO 544B),3535,Cacilhas (Terminal) - Quinta do Conde,,,3,,1,0,,,C61D23,FFFFFF,,1,1
3536,3536,Cacilhas (Terminal) - Sesimbra (Terminal),3536_0,43,Cacilhas (Terminal) P10,SESIMBRA (TERMINAL),3536,Cacilhas (Terminal) - Sesimbra (Terminal),,,3,,1,0,,,C61D23,FFFFFF,,1,1
3536,3536,Cacilhas (Terminal) - Sesimbra (Terminal),3536_1,43,Cacilhas (Terminal) P10,SESIMBRA (TERMINAL),3536,Foros de Amora (Estação) - Sesimbra (Terminal),,,3,,3,0,,,C61D23,FFFFFF,,1,1
3540,3540,Zambujal - Coina (Estação),3540_0,43,ZAMBUJAL (AV 25 ABRIL (X) EN 378),Coina (Estação) P1,3540,Zambujal - Coina (Estação),,,3,,1,0,,,C61D23,FFFFFF,,1,1
3541,3541,Coina (Estação) - Fernão Ferro via Casal do Sapo e Pinhal do General,3541_0,43,Coina (Estação) P1,RUA GIL VICENTE 281 (PARQUE),3541,Coina (Estação) - Fernão Ferro via Casal do Sapo e Pinhal do General,,,3,,1,0,,,C61D23,FFFFFF,,1,1
3542,3542,Coina (Estação) - Praia do Meco,3542_0,43,Coina (Estação) P1,R. da Marconi (X) EM561,3542,Coina (Estação) - Praia do Meco,,,3,,1,0,,,C61D23,FFFFFF,,1,1
3543,3543,Coina (Estação) | Circular via Quinta do Conde,3543_0,43,Coina (Estação) P4,Coina (Estação) P0,3543,Coina (Estação) | Circular via Quinta do Conde,,,3,TML Area 3,1,1,,,C61D23,FFFFFF,,1,1
3544,3544,Coina (Estação) - Sesimbra (Terminal) via Marco do Grilo,3544_0,43,Coina (Estação) P1,SESIMBRA (TERMINAL),3544,Coina (Estação) - Sesimbra (Terminal) via Marco do Grilo,,,3,,1,0,,,C61D23,FFFFFF,,1,1
3546,3546,Cruz de Pau - Quinta do Conde,3546_0,43,CRUZ PAU (AV 1º MAIO 4),QTA CONDE (R RIO TEJO 544B),3546,Cruz de Pau - Quinta do Conde,,,3,,1,0,,,C61D23,FFFFFF,,1,1
3547,3547,Fogueteiro (Estação) - Quinta do Conde,3547_0,43,Estação do Fogueteiro P7,QTA CONDE (R RIO TEJO 544B),3547,Fogueteiro (Estação) - Quinta do Conde via Parque Industrial do Seixal,,,3,,1,0,,,C61D23,FFFFFF,,1,1
3547,3547,Fogueteiro (Estação) - Quinta do Conde,3547_1,43,Estação do Fogueteiro P7,QTA CONDE (R RIO TEJO 544B),3547,Fogueteiro (Estação) - Quinta do Conde via Pinhal de Frades,,,3,,3,0,,,C61D23,FFFFFF,,1,1
3548,3548,Marco do Grilo - Quinta do Conde,3548_0,43,MARCO GRILO (AV 10 DE JUNHO) ROT NATO,QTA CONDE (R NORTON MATOS) PARQUE,3548,Marco do Grilo - Quinta do Conde,,,3,,1,0,,,C61D23,FFFFFF,,1,1
